Document 	 http://www.dlr.de/~zoeger/falcon_basis_overview_en.html target=top 
Homestead Scanning Raman Lidar Imagery [(NASA)] 	 http://virl.gsfc.nasa.gov/srl/GPS/GPSdata.html 
Document 	 http://virl.gsfc.nasa.gov/srl/srl.htm 
Document 	 http://data.eol.ucar.edu/datafile/nph-get/77.119/IHOP_HRDL_README.htm 
Homestead GSFC Lidar Observatory for Winds (GLOW) Imagery [(NASA)] 	 http://glow.gsfc.nasa.gov/research/ihopcalender.htm 
Document 	 http://glow.gsfc.nasa.gov/research/ihop.html 
Homestead Holographic Airborne Rotating Lidar Instrument Experiment (HARLIE) Imagery [(NCAR-EOL)] 	 http://harlie.gsfc.nasa.gov/IHOP2002/IHOP2002.htm 
Document 	 http://harlie.gsfc.nasa.gov 
Homestead Holographic Airborne Rotating Lidar Instrument Experiment (HARLIE) Imagery Skycam [(NASA)] 	ftp://virl.gsfc.nasa.gov/pub/harlie/IHOP02skycam 
Document 	ftp://virl.gsfc.nasa.gov/pub/harlie/IHOP02skycam/RECORD%20of%20FILES%20for%20the%20IHOP%202002%20SKYCAM%20VIDEO.doc 
Document 	 http://www.etl.noaa.gov/et2/instruments/wv_dial 
ARM SGP Data Quality Reports [(ARM)] 	 http://dq.arm.gov/cgi-bin/dqmenu.pl 
Document 	 http://dq.arm.gov/dqo_info.html 
ARM SGP Quicklook and Animation Products [(ARM)] 	 http://www.nsdl.arm.gov/visualization.htm 
Document 	 http://www.nsdl.arm.gov/index.shtml 
Document 	 http://www.eol.ucar.edu/dir_off/projects/2002/IHOPinst/aeribago_files/v3_document.htm 
Homestead NCAR Integrated Sounding System (ISS) MAPR Data [(NCAR-EOL)] 	 http://www.eol.ucar.edu/rdp/mss_retrieval/index.html 
Proteus NPOESS Atmospheric Sounder Testbed (NAST) Imagery [(NASA)] 	 http://mesa.mit.edu/nastm/nastmdata 
Document 	 http://cimss.ssec.wisc.edu/nast/overview/overview.html 
ARM SGP Data Quality Reports [(ARM)] 	 http://dq.arm.gov/cgi-bin/dqmenu.pl 
Document 	 http://dq.arm.gov/dqo_info.html 
ARM SGP Quicklook and Animation Products [(ARM)] 	 http://www.nsdl.arm.gov/visualization.htm 
Document 	 http://www.nsdl.arm.gov/index.shtml 
Document 	 http://data.eol.ucar.edu/datafile/nph-get/77.071/WTXMESO_sonde.txt 
ARM SGP Data Quality Reports [(ARM)] 	 http://dq.arm.gov/cgi-bin/dqmenu.pl 
Document 	 http://dq.arm.gov/dqo_info.html 
ARM SGP Quicklook and Animation Products [(ARM)] 	 http://www.nsdl.arm.gov/visualization.htm 
Document 	 http://www.nsdl.arm.gov/index.shtml 
Document 	 http://www.eol.ucar.edu/dir_off/projects/2002/IHOPinst/aeribago_files/v3_document.htm 
Homestead NCAR Integrated Sounding System (ISS) MAPR Data [(NCAR-EOL)] 	 http://www.eol.ucar.edu/rdp/mss_retrieval/index.html 
Homestead NCAR Integrated Sounding System (ISS) Sodar Data [(NCAR-EOL)] 	 http://www.eol.ucar.edu/rdp/mss_retrieval/index.html 
Homestead NCAR Integrated Sounding System (ISS) Sodar Imagery [(NCAR-EOL)] 	 http://www.eol.ucar.edu/rtf/projects/ihop_2002/iss/realtime/sodar 
Proteus NPOESS Atmospheric Sounder Testbed (NAST) Imagery [(NASA)] 	 http://mesa.mit.edu/nastm/nastmdata 
Document 	 http://cimss.ssec.wisc.edu/nast/overview/overview.html 
