1, UCURR_LMO, long_name = "UHSAS Laser Current" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, NACCEPT2DCR_LWIO, long_name = "Number of Fast 2DC Particles Accepted, Round Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, CUHSAS_LMO, long_name = "UHSAS Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, DISPU_RWOI, long_name = "UHSAS Dispersion (sigma/dbarx)" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, BEAM4_LAMS, long_name = "LAMS Histogram Maximums, Beam 4" ;, units = "Mhz" ;, Category = "Raw" ;, , xxx,
1, EXVELERR_GP, long_name = "CMIGITS Expected Velocity Error" ;, units = "m/sec" ;, Category = "Raw" ;, , xxx,
1, DISP2DCA_LMI, long_name = "Fast 2DC Dispersion, All Particles" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, UDIFF_LIO, long_name = "UHSAS Absolute Pressure in Canister, signal" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, PHGB_OPC, long_name = "SPP-200 High-Gain Baseline" ;, units = "V" ;, Category = "PMS Probe" ;, , xxx,
1, ALIVE_CUTW, long_name = "CU Total Water alive counter" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, CDPSBDW_LWOI, long_name = "CDP Sizer DT Bandwidth" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, UCURR_LIO, long_name = "UHSAS Laser Current" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, CONCU500_ROI, long_name = "UHSAS Concentration, .5 micron and bigger" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, CONCP_OPC, long_name = "PCAS Concentration (all cells)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, F2DIO1_ROO, long_name = "Fast 2DC End Diode Voltage #1" ;, units = "V" ;, Category = "Analog" ;, , xxx,
1, REFF2DCR_LWIO, long_name = "Fast 2DC Effective Radius, Round Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, TBLK_RWI, long_name = "3VCPI Optics Block Temperature" ;, units = "degC" ;, Category = "Raw" ;, , xxx,
1, RPS_RWOI, long_name = "Fast 2DC Records per Second" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, SHDORC_RWIO, long_name = "Fast 2DC Shadow OR Count" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, PVOLU_ROI, long_name = "UHSAS Equivalent Volume" ;, units = "um3/m3" ;, Category = "PMS Probe" ;, , xxx,
1, AVGTRNS_ROI, long_name = "CDP Average Transit Time" ;, units = "" ;, Category = "Raw" ;, , xxx,
1, CONC1DC100_RWOI, long_name = "2D-C Concentration 100u and larger, Center-in (all cells)" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, TCABFWDT, long_name = "Cabin Temp Forward Top" ;, units = "deg_C" ;, Category = "Analog" ;, , xxx,
1, DT2DC_LWO, long_name = "Fast 2DC Probe Dead Time" ;, units = "msec" ;, Category = "PMS Probe" ;, , xxx,
1, T_CFDC, long_name = "PROCESSING TEMPERATURE, CFDC" ;, units = "deg C" ;, Category = unknown, , xxx,
1, SHDORC_LMI, long_name = "Fast 2DC Shadow OR Count" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, REFF2DC_RWOI, long_name = "1DC Effective Radius" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, PresLHe_PAN, long_name = "NOAA PANTHER Press He Low" ;, units = "psi" ;, Category = "Raw" ;, , xxx,
1, F2DIO1_RWIO, long_name = "Fast 2DC End Diode Voltage #1" ;, units = "V" ;, Category = "Analog" ;, , xxx,
1, ACDP_ROI, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, TVLAS_RWI, long_name = "V Laser Temp" ;, units = "degC" ;, Category = "Raw" ;, , xxx,
1, ATTACK_A2, long_name = "ADC Angle of Attack" ;, units = "ratio" ;, Category = "Aircraft State" ;, , xxx,
1, I2DCA_LWIO, long_name = "Interarrival Time Accumulation, All Particles Including Rejectio" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, CVCWCC, long_name = "CVI Cloud Condensed Water Content, Corrected" ;, units = "g/m-3" ;, Category = "Derived" ;, , xxx,
1, PSDPR, long_name = "Dewpoint cavity pressure, right" ;, units = "std cm3/s" ;, Category = "Analog" ;, , xxx,
1, VYC1, long_name = "GPS-Corrected Wind Vector, Lateral Component" ;, units = "m/s" ;, Category = "Wind" ;, , xxx,
1, SSRD_GP, long_name = "Sideslip Angle, Radome Diff. Pressure" ;, units = "degree" ;, Category = "Aircraft State" ;, , xxx,
1, CDPSBDW_LWII, long_name = "CDP Sizer DT Bandwidth" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, P_CR2, long_name = "Cryogenic Hygrometer Pressure" ;, units = "hPa" ;, Category = "Raw" ;, , xxx,
1, MEDCO2, long_name = "Medusa CO2" ;, units = "ppmv" ;, Category = "Analog" ;, , xxx,
1, NACCEPT2DCA_LMI, long_name = "Number of Particles Accepted, All Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, O3MR_CL, long_name = "O3," ;, units = "ppbv" ;, Category = "Raw" ;, , xxx,
1, A3VCPI_RWI, long_name = "3VCPI Raw Count Histogram" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, F2DIO64_ROO, long_name = "Fast 2DC End Diode Voltage #64" ;, units = "V" ;, Category = "Analog" ;, , xxx,
1, DPR, long_name = "Raw Dew/Frost Point Temperature, Fuselage Right" ;, units = "deg_C" ;, Category = "Analog" ;, , xxx,
1, DBAR2DCA_LMI, long_name = "Fast 2DC Mean Particle Diameter, All Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, DKS_MC, long_name = "Zero Level, TDL Short Path" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, DBZ2DCA_RWOO, long_name = "Fast 2DC Calculated Reflectivity, All Particles" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, EXHPERR_GP, long_name = "CMIGITS Expected Horizontal Position Error" ;, units = "meters" ;, Category = "Raw" ;, , xxx,
1, REFF2DC_RIO, long_name = "1DC Effective Radius" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, concA_CCN, long_name = "concentration in column A, CCN" ;, units = "cm-3 ambient" ;, Category = unknown, , xxx,
1, DTHETAX_GP, long_name = "Delta Theta in X direction" ;, units = "radians" ;, Category = "Raw" ;, , xxx,
1, TACTU_CVIU, long_name = "UHSAS Total Counts (all cells)" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, RPS_RWIO, long_name = "Fast 2DC Records per Second" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, H0_RWI, long_name = "3VCPI HElement0" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, TPS_RWI, long_name = "Power Supply Temp" ;, units = "degC" ;, Category = "Raw" ;, , xxx,
1, DISP1DC_LWIO, long_name = "2D-C Dispersion, 260X Emulation (sigma/dbarx)" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, DISPU_RWI, long_name = "UHSAS Dispersion (sigma/dbarx)" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, C2DCA_LMI, long_name = "Fast 2DC Concentration per Channel, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, DBZ1DC_RWOO, long_name = "2D-C Calculated Reflectivity, 260X Emulation" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, CFT_CR2, long_name = "Cryogenic Hygrometer Coldfinger Temperature" ;, units = "deg_C" ;, Category = "Raw" ;, , xxx,
1, SSw_CFDC, long_name = "PROCESSING SUPERSATURATION WITH RESPECT TO WATER, CFDC" ;, units = "%" ;, Category = unknown, , xxx,
1, CONCU500_RWOO, long_name = "UHSAS Concentration, .5 micron and bigger" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, SIZM50_RWI, long_name = "3VCPI Mean Particle Size for all > 50 microns" ;, units = "microns" ;, Category = "Raw" ;, , xxx,
1, C2DCR_LWIO, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, RHUMI, long_name = "Relative Humidity with Respect to Ice" ;, units = "%" ;, Category = "Atmos. State" ;, , xxx,
1, ATHL2, long_name = "Ambient Temperature, Deiced Left" ;, units = "deg_C" ;, Category = "Atmos. State" ;, , xxx,
1, FREF_RWOI, long_name = "SPP-100 Laser Reference Voltage" ;, units = "V" ;, Category = "PMS Probe" ;, , xxx,
1, USMPFLW_CVI, long_name = "UHSAS Sample Flow" ;, units = "vccs" ;, Category = "Analog" ;, , xxx,
1, NEG7_RWI, long_name = "-7V" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, SSi_CFDC, long_name = "PROCESSING SUPERSATURATION WITH RESPECT TO ICE, CFDC" ;, units = "%" ;, Category = unknown, , xxx,
1, PLWCF_RWOI, long_name = "FSSP-100 Water/Ice Content" ;, units = "gram/m3" ;, Category = "PMS Probe" ;, , xxx,
1, DBZ1DC_RWIO, long_name = "2D-C Calculated Reflectivity, 260X Emulation" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, UCURR_ROI, long_name = "UHSAS Laser Current" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, DBZ2DCR_RWOO, long_name = "Fast 2DC Calculated Reflectivity, Round Particles" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, DBZF_RWOI, long_name = "FSSP-100 Calculated Reflectivity" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, STATVALID_GP, long_name = "CMIGITS Status Validity - BIT - see manual" ;, units = "" ;, Category = "Raw" ;, , xxx,
1, AKFF, long_name = "Attack Angle, Radome Diff. Pressure (Filtered)" ;, units = "degree" ;, Category = "Aircraft State" ;, , xxx,
1, CDPLSRP_LWOI, long_name = "CDP Laser Power Monitor" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, IAT, long_name = "SIDS Inter-arrival Time" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, CH4_PIC1301, long_name = "Picarro Methane Mixing Ratio" ;, units = "ppmv" ;, Category = "Chemistry" ;, , xxx,
1, O18_CVIP, long_name = "Picarro O18 Mixing Ratio" ;, units = "per mil" ;, Category = "Raw" ;, , xxx,
1, CDPLSRC_RMO, long_name = "CDP Laser Current" ;, units = "mAmp" ;, Category = "Raw" ;, , xxx,
1, PLGB_OPC, long_name = "SPP-200 Low-Gain Baseline" ;, units = "V" ;, Category = "PMS Probe" ;, , xxx,
1, UREF_LIO, long_name = "UHSAS Reference Intensity" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, SuperSatB_CCN, long_name = "supersaturation in column B, CCN" ;, units = "%" ;, Category = unknown, , xxx,
1, UTEMP_LIO, long_name = "UHSAS Temperature in Canister, signal" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, DISP1DC_ROO, long_name = "2D-C Dispersion, 260X Emulation (sigma/dbarx)" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, CONC2DCA_RWOO, long_name = "Total Fast 2DC Concentration, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, QCBS, long_name = "Raw Dynamic Pressure, Windscreen" ;, units = "hPa" ;, Category = "Raw" ;, , xxx,
1, OVFLW_RMO, long_name = "CDP AtoD Converter Overflow/Overrange" ;, units = "" ;, Category = "PMS Probe" ;, , xxx,
1, A1DC_RWIO, long_name = "Fast 2DC Raw Accumulation, entire-in (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, DETV1_ITR, long_name = "ITR Detector Voltage 1" ;, units = "A/D count" ;, Category = "Raw" ;, , xxx,
1, OVFLW_RWOI, long_name = "SPP-100 AtoD Converter Overflow/Overrange" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, REFF2DC_RWOO, long_name = "1DC Effective Radius" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, DBAR2DCR_LMI, long_name = "Fast 2DC Mean Particle Diameter, Round Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, SVOL_RWI, long_name = "3VCPI Sample Volume" ;, units = "L" ;, Category = "Raw" ;, , xxx,
1, WIDTH, long_name = "SIDS Raw Accumulation (per cell)" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, H2O_CVIP, long_name = "Picarro Water Mixing Ratio" ;, units = "ppmv" ;, Category = "Raw" ;, , xxx,
1, AmbPress_SP2, long_name = "Ambient Pressure, SP2" ;, units = "mbar" ;, Category = unknown, , xxx,
1, TCNTD_RWOO, long_name = "CDP Total Counts (all cells)" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, CHOCHO_dSCDsig, long_name = "significance of trace gas differential Slant Column Density of glyoxal" ;, units = "molec/cm2" ;, Category = unknown, , xxx,
1, CONCU100_RWOO, long_name = "UHSAS Concentration, .1 micron and bigger" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, NOYO3_CL, long_name = "NOY to O3 Ratio" ;, units = "pptv/ppbv" ;, Category = "Raw" ;, , xxx,
1, DVELY_GP, long_name = "Delta Velocity in Y direction" ;, units = "m/s" ;, Category = "Raw" ;, , xxx,
1, UTEMP_LMO, long_name = "UHSAS Temperature in Canister, signal" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, INConc_CFDC, long_name = "ICE NUCLEI CONCENTRATION 60 S RUNNING MEAN, CFDC" ;, units = "/CC INSTRUMENT TEMP AND PRESSURE" ;, Category = unknown, , xxx,
1, NEG12_RWI, long_name = "3VCPI -12 Volts" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, USCAT_CVI, long_name = "UHSAS Background Scatter" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, DISP2DCR_LMI, long_name = "Fast 2DC Dispersion, Round Particles" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, CDPLSRC_LWOI, long_name = "CDP Laser Current" ;, units = "mAmp" ;, Category = "Raw" ;, , xxx,
1, CONCU_ROI, long_name = "UHSAS Concentration (all cells)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, CONC2DC150_LWO, long_name = "2D-C Concentraton 150u and larger, Reconstruction (all cells)" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, CDPLSRC_RWOO, long_name = "CDP Laser Current" ;, units = "mAmp" ;, Category = "Raw" ;, , xxx,
1, TVRXARM_RWI, long_name = "V RX Arm Temp" ;, units = "degC" ;, Category = "Raw" ;, , xxx,
1, DELTAT_OPC, long_name = "SPP-200 Time between last sample and this sample" ;, units = "msec" ;, Category = "Raw" ;, , xxx,
1, A2DCR_LMI, long_name = "Fast 2DC Corrected Accumulation per Channel, Round Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, CDP5VMON_RWOO, long_name = "CDP 5 Vdc Monitor" ;, units = "Vdc" ;, Category = "Raw" ;, , xxx,
1, DELTAT_RWOI, long_name = "SPP-100 Time between last sample and this sample" ;, units = "msec" ;, Category = "Raw" ;, , xxx,
1, AVGTRNS_LWOI, long_name = "CDP Average Transit Time" ;, units = "" ;, Category = "Raw" ;, , xxx,
1, DPL, long_name = "Raw Dew/Frost Point Temperature, Fuselage Left" ;, units = "deg_C" ;, Category = "Analog" ;, , xxx,
1, NREJECT2DCR_LMI, long_name = "Number of Particles Rejected, Round Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, MRTDL_LHS, long_name = "Mixing Ratio, TDL Weak Absorption Line" ;, units = "ppmv" ;, Category = "Derived" ;, , xxx,
1, MRTDL_LHL, long_name = "Mixing Ratio, TDL Strong Absorption Line" ;, units = "ppmv" ;, Category = "Derived" ;, , xxx,
1, REFF2DCA_LMI, long_name = "Fast 2DC Effective Radius, All Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, DBARD_RMO, long_name = "CDP Mean Particle Diameter" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, CONCU100_RWOI, long_name = "UHSAS Concentration, .1 micron and bigger" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, ACDP_LWIO, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, REFF2DC_RWIO, long_name = "1DC Effective Radius" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, C2DCR_LMI, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, CO2_PIC, long_name = "Picarro Carbon Dioxide Mixing Ratio" ;, units = "ppmv" ;, Category = "Chemistry" ;, , xxx,
1, PVOLU_RWOI, long_name = "UHSAS Equivalent Volume" ;, units = "um3/m3" ;, Category = "PMS Probe" ;, , xxx,
1, UDIFF_CVI, long_name = "UHSAS Absolute Pressure in Canister, signal" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, BENTEMP_ITR, long_name = "ITR RTD 2 Counts" ;, units = "deg_C" ;, Category = "Analog" ;, , xxx,
1, HEIGHT, long_name = "SIDS Raw Accumulation (per cell)" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, PSFFC, long_name = "Corrected Static Pressure, Fuselage, Heavily Filtered" ;, units = "hPa" ;, Category = "Atmos. State" ;, , xxx,
1, CONCD_LWIO, long_name = "CDP Concentration (all cells)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, BKGM_RWI, long_name = "3VCPI Background Mean" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, H64_RWI, long_name = "3VCPI HElement64" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, BROLLR_IRS2, long_name = "IRS Body Roll Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, , xxx,
1, UBTMP_CVI, long_name = "UHSAS Temperature in Canister" ;, units = "K" ;, Category = "Analog" ;, , xxx,
1, CVI_CFDC, long_name = "CVI, CFDC" ;, units = "ON RESIDUALS FROM CVI=1; ON AMBIENT INLET=0" ;, Category = unknown, , xxx,
1, VISBC, long_name = "Pyrgeometer Raw Visible Irradiance, Bottom" ;, units = "W/m2" ;, Category = "Analog" ;, , xxx,
1, A2DCA_LWIO, long_name = "Fast 2DC Corrected Accumulation per Channel, All Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, REFF2DCR_LMI, long_name = "Fast 2DC Effective Radius, Round Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, PLWC2DCR_RWOO, long_name = "Fast 2DC Liquid Water Content, Round Particles" ;, units = "gram/m3" ;, Category = "PMS Probe" ;, , xxx,
1, ATTACK_A, long_name = "ADC Angle of Attack" ;, units = "ratio" ;, Category = "Aircraft State" ;, , xxx,
1, VMSK_RWI, long_name = "V Mask" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, CVCFACTTDL, long_name = "CVI TDL Concentration Factor" ;, units = "" ;, Category = "Derived" ;, , xxx,
1, FRMS_RWI, long_name = "3VCPI Frames per Second" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, PDPR, long_name = "Dewpoint Cavity Pressure, Right" ;, units = "hPa" ;, Category = "Analog" ;, , xxx,
1, CONCF_RWOI, long_name = "FSSP-100 Concentration (all cells)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, DISPU_RWOO, long_name = "UHSAS Dispersion (sigma/dbarx)" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, REJAT_RMO, long_name = "CDP Average Transit Rejected Particles" ;, units = "" ;, Category = "Housekeeping" ;, , xxx,
1, UPRESS_ROI, long_name = "UHSAS Absolute Pressure in Canister" ;, units = "kPa" ;, Category = "Analog" ;, , xxx,
1, UBTMP_ROI, long_name = "UHSAS Temperature in Canister" ;, units = "K" ;, Category = "Analog" ;, , xxx,
1, TCNTP_OPC, long_name = "PCAS Total Counts (all cells)" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, ABS_CUTW, long_name = "CU Total Water raw absorption" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, CO_RAF, long_name = "Carbon Monoxide Mixing Ratio" ;, units = "ppbv" ;, Category = "Analog" ;, , xxx,
1, REJDOF_RMO, long_name = "CDP Particles Rejected (Outside Depth-of-Field))" ;, units = "count" ;, Category = "Housekeeping" ;, , xxx,
1, NACCEPT2DCR_LMI, long_name = "Number of Particles Accepted, Round Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, DBZ2DCA_LWIO, long_name = "Fast 2DC Calculated Reflectivity, All Particles" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, O3MR, long_name = "Ozone Volume Mixing Ratio" ;, units = "ppbv" ;, Category = unknown, , xxx,
1, Filter_CFDC, long_name = "FILTER, CFDC" ;, units = "ON PARTICLES=0; ON FILTER=1" ;, Category = unknown, , xxx,
1, PPS_LWI, long_name = "1-PPS Signal" ;, units = "V" ;, Category = "Analog" ;, , xxx,
1, DISP1DC_RWOI, long_name = "2D-C Dispersion, 260X Emulation (sigma/dbarx)" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, UREF_LMO, long_name = "UHSAS Reference Intensity" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, USHFLW_LIO, long_name = "UHSAS Air Sheath Flow" ;, units = "sccs" ;, Category = "Analog" ;, , xxx,
1, H2OMR_GMD, long_name = "NOAA UCATS Water Vapor Mixing Ratio" ;, units = "ppmv" ;, Category = "Raw" ;, , xxx,
1, HPRT_RWI, long_name = "3VCPI Horizontal Particles Detected" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, F2DIO32_ROO, long_name = "Fast 2DC End Diode Voltage #32" ;, units = "V" ;, Category = "Analog" ;, , xxx,
1, UTEMP_CVI, long_name = "UHSAS Temperature in Canister, signal" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, CDPQBDW_RWOO, long_name = "CDP Qualifier DT Bandwidth" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, USMPFLW_LIO, long_name = "UHSAS Sample Flow" ;, units = "sccs" ;, Category = "Analog" ;, , xxx,
1, DISP2DCR_LWIO, long_name = "Fast 2DC Dispersion, Round Particles" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, DBARU_LIO, long_name = "UHSAS Mean Particle Diameter" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, DBAR2DCA_LWIO, long_name = "Fast 2DC Mean Particle Diameter, All Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, MR2H_PICCU, long_name = "Picarro Deuterium Mixing Ratio" ;, units = "per mil" ;, Category = "Raw" ;, , xxx,
1, CONC1DC_ROO, long_name = "2D-C Concentration, 260X Emulation (all cells)" ;, units = "#/L" ;, Category = "PMS Probe" ;, , xxx,
1, SuperSatA_CCN, long_name = "supersaturation in column A, CCN" ;, units = "%" ;, Category = unknown, , xxx,
1, CCDP_RMO, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, , xxx,
1, DISP2DCA_LWIO, long_name = "Fast 2DC Dispersion, All Particles" ;, units = "none" ;, Category = "PMS Probe" ;, , xxx,
1, UFLWC_CVI, long_name = "UHSAS Corrected Flow" ;, units = "vol cm3/s" ;, Category = "PMS Probe" ;, , xxx,
1, BPITCHR_IRS2, long_name = "IRS Body Pitch Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, , xxx,
1, RPS_LMI, long_name = "Fast 2DC Records per Second" ;, units = "count" ;, Category = "Raw" ;, , xxx,
1, RTFH1, long_name = "Recovery Temperature, Deiced Left, Rosemount" ;, units = "deg_C" ;, Category = "Analog" ;, , xxx,
1, TVTXARM_RWI, long_name = "V TX Arm Temp" ;, units = "degC" ;, Category = "Raw" ;, , xxx,
1, UCURR_CVI, long_name = "UHSAS Laser Current" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, UTEMP_ROI, long_name = "UHSAS Temperature in Canister, signal" ;, units = "V" ;, Category = "Raw" ;, , xxx,
1, CVRHO, long_name = "CVI Water Content, Enhanced" ;, units = "g/m-3" ;, Category = "Derived" ;, , xxx,
1, R_AMS, long_name = "AMS Organics less than 60 Loadings" ;, units = "ug/m3" ;, Category = "Raw" ;, , xxx,
1, DBZ2DCR_LMI, long_name = "Fast 2DC Calculated Reflectivity, Round Particles" ;, units = "dBZ" ;, Category = "PMS Probe" ;, , xxx,
1, DTHETAZ_GP, long_name = "Delta Theta in Z direction" ;, units = "radians" ;, Category = "Raw" ;, , xxx,
1, REFF2DCA_LWIO, long_name = "Fast 2DC Effective Radius, All Particles" ;, units = "um" ;, Category = "PMS Probe" ;, , xxx,
1, V64_RWI, long_name = "3VCPI VElement64" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, SNKTEMP_ITR, long_name = "ITR RTD 3 Counts" ;, units = "deg_C" ;, Category = "Analog" ;, , xxx,
1, HMSK_RWI, long_name = "H Mask" ;, units = "unk" ;, Category = "Raw" ;, , xxx,
1, PLWC2DCA_LMI, long_name = "Fast 2DC Liquid Water Content, All Particles" ;, units = "g/m3" ;, Category = "PMS Probe" ;, , xxx,
1, NREJECT2DCA_LMI, long_name = "Number of Particles Rejected, All Particles" ;, units = "count" ;, Category = "PMS Probe" ;, , xxx,
1, THTXARM_RWI, long_name = "H TX Arm Temp" ;, units = "degC" ;, Category = "Raw" ;, , xxx,
1, REJAT_RWOI, long_name = "SPP-100 Rejected Particle Count (Transit-Time)" ;, units = "count" ;, Category = "Housekeeping" ;, , xxx,
