A1DC_LWIO, long_name = "Fast 2DC Raw Accumulation, entire-in (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 3 , xxx,
A2DTEMP_RAD, long_name = "A2D Temperature" ;, units = "deg_C" ;, Category = "Raw" ;, 19 , xxx,
A2DTEMP_RWO, long_name = "A2DTemperature" ;, units = "deg_C" ;, Category = "Raw" ;, 5 , xxx,
A3VCPI_RWI, long_name = "3VCPI Raw Count Histogram" ;, units = "count" ;, Category = "Raw" ;, 1 , xxx,
ABSPEC_VXL, long_name = "VCSEL Absorbption Spectrum" ;, units = "count" ;, Category = "Raw" ;, 8 , xxx,
ABS_CUTW, long_name = "CU Total Water raw absorption" ;, units = "count" ;, Category = "Raw" ;, 1 , xxx,
ACDP_LWI, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 10 , xxx,
ACDP_LWII, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 2 , xxx,
ACDP_LWIO, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
ACDP_LWOI, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 4 , xxx,
ACDP_RMO, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
ACDP_ROI, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
ACDP_RWII, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 2 , xxx,
ACDP_RWIO, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 2 , xxx,
ACDP_RWOO, long_name = "CDP Raw Accumulation (per cell)" ;, units = "count" ;, Category = "PMS Probe" ;, 2 , xxx,
ACGAIN_VXL, long_name = "VCSEL AC Gain" ;, units = "count" ;, Category = "Raw" ;, 8 , xxx,
ACINS, long_name = "IRS Vertical Acceleration" ;, units = "m/s2" ;, Category = "Aircraft State" ;, 35 , xxx,
ACINS_I2, long_name = "IRS Vertical Acceleration" ;, units = "m/s2" ;, Category = "Aircraft State" ;, 2 , xxx,
ACINS_IRS2, long_name = "IRS Vertical Acceleration" ;, units = "m/s2" ;, Category = "Aircraft State" ;, 19 , xxx,
ACINS_IRS3, long_name = "IRS Vertical Acceleration" ;, units = "m/s2" ;, Category = "Aircraft State" ;, 12 , xxx,
ACVAR, long_name = "Vertical Acceleration Energy" ;, units = "m2/s4" ;, Category = "Derived" ;, 2 , xxx,
ADC_DIS_1_A, long_name = "AirTrfcCtrl Sel, Overspeed, WOW" ;, units = "" ;, Category = "Raw" ;, 4 , xxx,
ADC_DIS_1_A2, long_name = "AirTrfcCtrl Sel, Overspeed, WOW" ;, units = "" ;, Category = "Raw" ;, 4 , xxx,
ADIFF, long_name = "Vertical Differential Pressure, Radome" ;, units = "hPa" ;, Category = "Uncorr\'d Raw" ;, 2 , xxx,
ADIFR, long_name = "Vertical Differential Pressure, Radome" ;, units = "hPa" ;, Category = "Uncorr\'d Raw" ;, 42 , xxx,
ADIFRTEMP, long_name = "Temperature of ADIFR Probe" ;, units = "deg_C" ;, Category = "Raw" ;, 17 , xxx,
ADIFRTEMP_GP, long_name = "Temperature of ADIFR Probe" ;, units = "deg_C" ;, Category = "Raw" ;, 3 , xxx,
ADIFR_GP, long_name = "Vertical Differential Pressure, Gust Pod" ;, units = "hPa" ;, Category = "Analog" ;, 4 , xxx,
ADIF_GP, long_name = "Vertical Differential Pressure, Gust Pod" ;, units = "hPa" ;, Category = "Analog" ;, 3 , xxx,
AIRBM_AMS, long_name = "AMS Air Beam" ;, units = " Hz" ;, Category = "Raw" ;, 1 , xxx,
AKC_GP, long_name = "Attack Angle, Diff. Pressure" ;, units = "degree" ;, Category = "Aircraft State" ;, 2 , xxx,
AKFF, long_name = "Attack Angle, Radome Diff. Pressure (Filtered)" ;, units = "degree" ;, Category = "Aircraft State" ;, 1 , xxx,
AKRD, long_name = "Attack Angle, Radome Diff. Pressure" ;, units = "degree" ;, Category = "Aircraft State" ;, 40 , xxx,
AKRD_GP, long_name = "Attack Angle, Radome Diff. Pressure" ;, units = "degree" ;, Category = "Aircraft State" ;, 1 , xxx,
AKY, long_name = "Attack Angle, Radome Diff. Pressure" ;, units = "degree" ;, Category = "Aircraft State" ;, 1 , xxx,
AK_GP, long_name = "Attack Angle, Diff. Pressure" ;, units = "degree" ;, Category = "Aircraft State" ;, 5 , xxx,
ALIVE_CUTW, long_name = "CU Total Water alive counter" ;, units = "count" ;, Category = "Raw" ;, 1 , xxx,
ALT, long_name = "IRS Altitude" ;, units = "m" ;, Category = "Position" ;, 20 , xxx,
ALTDG, long_name = "DGPS antenna altitude (MSL, NAD83)" ;, units = "m" ;, Category = unknown, 2 , xxx,
ALTG_SRTM, long_name = "Altitude of the aircraft above the Earth\'s surface, WGS-84" ;, geospatial_vertical_units = "m" ;, Category = "Position" ;, 9 , xxx,
ALTX, long_name = "Altitude, Reference (MSL)" ;, units = "m" ;, Category = "Position" ;, 7 , xxx,
ALTXDG, long_name = "DGPS altitude PSX reference (MSL, NAD83)" ;, units = "m" ;, Category = unknown, 2 , xxx,
ALT_A, long_name = "Avionics GPS Altitude (MSL)" ;, units = "m" ;, Category = "Position" ;, 14 , xxx,
ALT_A2, long_name = "Avionics GPS Altitude (MSL)" ;, units = "m" ;, Category = "Position" ;, 10 , xxx,
ALT_G, long_name = "Avionics GPS Altitude (MSL)" ;, units = "m" ;, Category = "Position" ;, 16 , xxx,
ALT_G2, long_name = "Avionics GPS Altitude (MSL)" ;, units = "m" ;, Category = "Position" ;, 2 , xxx,
ALT_IRS2, long_name = "IRS Altitude" ;, units = "m" ;, Category = "Position" ;, 14 , xxx,
ALT_IRS3, long_name = "IRS Altitude" ;, units = "m" ;, Category = "Position" ;, 12 , xxx,
AMBIENT_MTHP, long_name = "MTHP Ambient Target" ;, units = "deg_C" ;, Category = "Raw" ;, 2 , xxx,
AMPOW_VXL2, long_name = "VXL2 Ambient Laser Power" ;, units = "V" ;, Category = "Raw" ;, 3 , xxx,
AMZERO_VXL2, long_name = "VXL2 Ambient DC Zero" ;, units = "V" ;, Category = "Raw" ;, 3 , xxx,
APCN_WCN, long_name = "WCN Absolute Pressure" ;, units = "hPa" ;, Category = "Raw" ;, 2 , xxx,
AQRATIO, long_name = "Al\'s fudge factor" ;, units = "hPa" ;, Category = "Aircraft State" ;, 30 , xxx,
AQRATIO_GP, long_name = "Al\'s Fudge Factor" ;, units = "" ;, Category = "Derived" ;, 2 , xxx,
AS100_RWOI, long_name = "SPP-100 Raw Accumulation (per cell) - DMT" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
AS200_OPC, long_name = "SPP-200 (PCASP) Raw Accumulation (per cell) - DMT" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
ASIDS_SIDS, long_name = "SIDS Raw Accumulation (per cell)" ;, units = "count" ;, Category = "Raw" ;, 1 , xxx,
ATC, long_name = "Ambient Temperature (Blended ADC & Rosemount), Reference" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 6 , xxx,
ATF1, long_name = "Ambient Temperature, Unheated" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 8 , xxx,
ATFH1, long_name = "Ambient Temperature, Deiced Fuselage" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 4 , xxx,
ATFH2, long_name = "Ambient Temperature, Deiced Fuselage" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 4 , xxx,
ATFR, long_name = "Ambient Temperature, Deiced Right" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 5 , xxx,
ATH1, long_name = "Ambient Temperature, Deiced Left" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 15 , xxx,
ATH2, long_name = "Ambient Temperature, Deiced Left" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 15 , xxx,
ATHL2, long_name = "Ambient Temperature, Deiced Left" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 1 , xxx,
ATHR1, long_name = "Ambient Temperature, Deiced Right" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 16 , xxx,
ATHR2, long_name = "Ambient Temperature, Deiced Right" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 16 , xxx,
ATITR_ITR, long_name = "Ambient Temperature, In-cloud Temperature Radiometer" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 1 , xxx,
ATRL, long_name = "Ambient Temperature, Radome Left" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 9 , xxx,
ATTACK, long_name = "Attack Angle, Reference" ;, units = "degree" ;, Category = "Aircraft State" ;, 29 , xxx,
ATTACK_A, long_name = "ADC Angle of Attack" ;, units = "ratio" ;, Category = "Aircraft State" ;, 1 , xxx,
ATTACK_A2, long_name = "ADC Angle of Attack" ;, units = "ratio" ;, Category = "Aircraft State" ;, 1 , xxx,
ATX, long_name = "Ambient Temperature, Reference" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 42 , xxx,
AT_A, long_name = "ADC Ambient Air Temperature" ;, units = "deg_C" ;, Category = "Raw" ;, 30 , xxx,
AT_A2, long_name = "ADC Ambient Air Temperature" ;, units = "deg_C" ;, Category = "Atmos. State" ;, 13 , xxx,
AT_VXL, long_name = "VCSEL Ambient Temperature" ;, units = "deg_K" ;, Category = "Raw" ;, 9 , xxx,
AT_VXL2, long_name = "VXL2 Air Temperature" ;, units = "V" ;, Category = "Raw" ;, 3 , xxx,
AUHSAS_CVI, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
AUHSAS_CVIU, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 3 , xxx,
AUHSAS_LIO, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
AUHSAS_LMO, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
AUHSAS_LWOI, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 2 , xxx,
AUHSAS_ROI, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
AUHSAS_RWI, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "Raw" ;, 8 , xxx,
AUHSAS_RWO, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 3 , xxx,
AUHSAS_RWOO, long_name = "UHSAS Raw Count Histogram" ;, units = "count" ;, Category = "PMS Probe" ;, 1 , xxx,
AUHSAS_RWOOU, long_name = "UHSAS Raw Count Histogram" ;, geospatial_vertical_units = "m" ;, Category = "PMS Probe" ;, 2 , xxx,
AVGTRNS_LWI, long_name = "CDP Average Transit Time" ;, units = "none" ;, Category = "Raw" ;, 2 , xxx,
AVGTRNS_LWII, long_name = "CDP Average Transit Time" ;, units = "microsecond" ;, Category = "Raw" ;, 2 , xxx,
AVGTRNS_LWOI, long_name = "CDP Average Transit Time" ;, units = "" ;, Category = "Raw" ;, 1 , xxx,
AVGTRNS_ROI, long_name = "CDP Average Transit Time" ;, units = "" ;, Category = "Raw" ;, 1 , xxx,
AVGTRNS_RWII, long_name = "CDP Average Transit Time" ;, units = "microsecond" ;, Category = "Raw" ;, 2 , xxx,
AVGTRNS_RWIO, long_name = "CDP Average Transit Time" ;, units = "microsecond" ;, Category = "Raw" ;, 2 , xxx,
AVGTRNS_RWOO, long_name = "CDP Average Transit Time" ;, units = "microsecond" ;, Category = "Raw" ;, 1 , xxx,
AmbPress_SP2, long_name = "Ambient Pressure, SP2" ;, units = "mbar" ;, Category = unknown, 1 , xxx,
AmbTemp_SP2, long_name = "Ambient Temperature, SP2" ;, units = "K" ;, Category = unknown, 1 , xxx,
BALNC_DPL, long_name = "Dew/Frost Point Balance" ;, units = "unk" ;, Category = "Raw" ;, 11 , xxx,
BALNC_DPR, long_name = "Dew/Frost Point Balance" ;, units = "unk" ;, Category = "Raw" ;, 11 , xxx,
BALT1_A, long_name = "ADC Baro Altitude" ;, units = "m" ;, Category = "Raw" ;, 12 , xxx,
BALT1_A2, long_name = "ADC Baro Altitude" ;, units = "m" ;, Category = "Raw" ;, 12 , xxx,
BALT2_A, long_name = "ADC baro corrected alt #2" ;, units = "m" ;, Category = "Raw" ;, 12 , xxx,
BALT2_A2, long_name = "ADC baro corrected alt #2" ;, units = "m" ;, Category = "Raw" ;, 12 , xxx,
BAL_CR2, long_name = "Cryogenic Hygrometer Balance" ;, units = "none" ;, Category = "Raw" ;, 1 , xxx,
BAROCOR1_A, long_name = "ADC baro correction #1 mB" ;, units = "hPa" ;, Category = "Raw" ;, 12 , xxx,
BAROCOR1_A2, long_name = "ADC baro correction #1 mB" ;, units = "hPa" ;, Category = "Raw" ;, 12 , xxx,
BAROCOR2_A, long_name = "ADC baro correction #2 mB" ;, units = "hPa" ;, Category = "Raw" ;, 12 , xxx,
BAROCOR2_A2, long_name = "ADC baro correction #2 mB" ;, units = "hPa" ;, Category = "Raw" ;, 12 , xxx,
BDIFR, long_name = "Horizontal Differential Pressure, Radome" ;, units = "hPa" ;, Category = "Uncorr\'d Raw" ;, 42 , xxx,
BDIFRTEMP, long_name = "Temperature of BDIFR Probe" ;, units = "deg_C" ;, Category = "Raw" ;, 17 , xxx,
BDIFRTEMP_GP, long_name = "Temperature of BDIFR Probe" ;, units = "deg_C" ;, Category = "Raw" ;, 3 , xxx,
BDIFR_GP, long_name = "Horizontal Differential Pressure, Gust Pod" ;, units = "hPa" ;, Category = "Uncorr\'d Raw" ;, 4 , xxx,
BDIF_GP, long_name = "Horizontal Differential Pressure, Gust Pod" ;, units = "hPa" ;, Category = "Uncorr\'d Raw" ;, 3 , xxx,
BEAM1_LAMS, long_name = "LAMS Histogram Averages, Beam 1" ;, units = "Mhz" ;, Category = "Raw" ;, 3 , xxx,
BEAM2_LAMS, long_name = "LAMS Histogram Maximums, Beam 2" ;, units = "Mhz" ;, Category = "Raw" ;, 3 , xxx,
BEAM3_LAMS, long_name = "LAMS Histogram Maximums, Beam 3" ;, units = "Mhz" ;, Category = "Raw" ;, 3 , xxx,
BEAM4_LAMS, long_name = "LAMS Histogram Maximums, Beam 4" ;, units = "Mhz" ;, Category = "Raw" ;, 1 , xxx,
BENTEMP_ITR, long_name = "ITR RTD 2 Counts" ;, units = "deg_C" ;, Category = "Analog" ;, 1 , xxx,
BIASA_OP1, long_name = "OP1 AD bias channel A" ;, units = "int" ;, Category = "Raw" ;, 2 , xxx,
BIASB_OP1, long_name = "OP1 AD bias channel B" ;, units = "int" ;, Category = "Raw" ;, 2 , xxx,
BKGM_RWI, long_name = "3VCPI Background Mean" ;, units = "count" ;, Category = "Raw" ;, 1 , xxx,
BLATA, long_name = "IRS Body Latitudal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 28 , xxx,
BLATA_IRS2, long_name = "IRS Body Latitudal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 14 , xxx,
BLATA_IRS3, long_name = "IRS Body Latitudal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 12 , xxx,
BLONGA, long_name = "IRS Body Longitudal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 28 , xxx,
BLONGA_IRS2, long_name = "IRS Body Longitudal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 14 , xxx,
BLONGA_IRS3, long_name = "IRS Body Longitudal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 12 , xxx,
BNORMA, long_name = "IRS Body Normal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 27 , xxx,
BNORMA_IRS2, long_name = "IRS Body Normal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 13 , xxx,
BNORMA_IRS3, long_name = "IRS Body Normal Acceleration" ;, units = "G" ;, Category = "Aircraft State" ;, 12 , xxx,
BPITCHR, long_name = "IRS Body Pitch Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, 1 , xxx,
BPITCHR_IRS2, long_name = "IRS Body Pitch Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, 1 , xxx,
BRDT_CR2, long_name = "Cryogenic Hygrometer Board Temperature" ;, units = "deg_C" ;, Category = "Raw" ;, 1 , xxx,
BROLLR, long_name = "IRS Body Roll Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, 1 , xxx,
BROLLR_IRS2, long_name = "IRS Body Roll Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, 1 , xxx,
BYAWR, long_name = "IRS Body Yaw Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, 1 , xxx,
BYAWR_IRS2, long_name = "IRS Body Yaw Rate" ;, units = "deg/s" ;, Category = "Aircraft State" ;, 1 , xxx,
C1DC_LWIO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 3 , xxx,
C1DC_LWO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 3 , xxx,
C1DC_LWOO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 3 , xxx,
C1DC_RIO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C1DC_ROO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C1DC_RWIO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C1DC_RWO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 2 , xxx,
C1DC_RWOI, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C1DC_RWOO, long_name = "2D-C Concentration, 260X Emulation (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 2 , xxx,
C2D3A_3H, long_name = "No title" ;, units = "#/L" ;, Category = "PMS Probe" ;, 2 , xxx,
C2D3A_3V, long_name = "No title" ;, units = "#/L" ;, Category = "PMS Probe" ;, 2 , xxx,
C2D3R_3H, long_name = "No title" ;, units = "#/L" ;, Category = "PMS Probe" ;, 2 , xxx,
C2D3R_3V, long_name = "No title" ;, units = "#/L" ;, Category = "PMS Probe" ;, 2 , xxx,
C2DCA_LMI, long_name = "Fast 2DC Concentration per Channel, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C2DCA_LWIO, long_name = "Fast 2DC Concentration per Channel, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C2DCA_LWO, long_name = "Fast 2DC Concentration per Channel, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 6 , xxx,
C2DCA_LWOO, long_name = "Fast 2DC Concentration per Channel, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 4 , xxx,
C2DCA_RWOO, long_name = "Fast 2DC Concentration per Channel, All Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C2DCR_LMI, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C2DCR_LWIO, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C2DCR_LWO, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 6 , xxx,
C2DCR_LWOO, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 4 , xxx,
C2DCR_RWOO, long_name = "Fast 2DC Concentration per Channel, Round Particles" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
C2DC_LWO, long_name = "2D-C Concentration, Reconstruction (per cell)" ;, units = "#/L" ;, Category = "PMS Probe" ;, 1 , xxx,
CALT_GP, long_name = "CMIGITS3 Altitude (MSL)" ;, units = "m" ;, Category = "Position" ;, 4 , xxx,
CALT_LAMS, long_name = "CMIGITS3 Altitude (MSL)" ;, units = "m" ;, Category = "Position" ;, 4 , xxx,
CAS_A, long_name = "ADC Computed Air Speed" ;, units = "m/s" ;, Category = "Raw" ;, 17 , xxx,
CAS_A2, long_name = "ADC Computed Air Speed" ;, units = "m/s" ;, Category = "Raw" ;, 12 , xxx,
CAVPE_DPL, long_name = "Dewpoint Cavity Pressure Estimate" ;, units = "hPa" ;, Category = "Derived" ;, 4 , xxx,
CAVPE_DPR, long_name = "Dewpoint Cavity Pressure Estimate" ;, units = "hPa" ;, Category = "Derived" ;, 4 , xxx,
CAVP_DPL, long_name = "Dewpoint Cavity Pressure, Left" ;, units = "hPa" ;, Category = "Analog" ;, 16 , xxx,
CAVP_DPR, long_name = "Dewpoint Cavity Pressure, Right" ;, units = "hPa" ;, Category = "Analog" ;, 16 , xxx,
CAVP_GNI, long_name = "Dewpoint Cavity Pressure" ;, units = "hPa" ;, Category = "Analog" ;, 2 , xxx,
CAVRH_GNI, long_name = "Cavity Relative Humidity" ;, units = "%" ;, Category = "Analog" ;, 2 , xxx,
CAVT_GNI, long_name = "Cavity Temperature" ;, units = "deg_C" ;, Category = "Analog" ;, 2 , xxx,
CCDP_LWI, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 11 , xxx,
CCDP_LWII, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 2 , xxx,
CCDP_LWIO, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 1 , xxx,
CCDP_LWOI, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 4 , xxx,
CCDP_RMO, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 1 , xxx,
CCDP_ROI, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 1 , xxx,
CCDP_RWII, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 2 , xxx,
CCDP_RWIO, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 2 , xxx,
CCDP_RWOO, long_name = "CDP Concentration (per cell)" ;, units = "#/cm3" ;, Category = "PMS Probe" ;, 2 , xxx,
CDP5VMON_LWI, long_name = "CDP 5 Vdc Monitor" ;, units = "Vdc" ;, Category = "Raw" ;, 6 , xxx,
