IABLF01,None,2013-06-11 20:00:00+00:00
IABNE01,None,2013-05-13 23:00:00+00:00
IACCY01,None,2013-06-11 01:00:00+00:00
IACHN01,None,2013-10-02 01:00:00+00:00
IACKE01,None,2017-11-29 00:00:00+00:00
IAFMN01,None,2013-05-16 00:00:00+00:00
IAGNR01,None,2013-11-05 17:00:00+00:00
IAGRN01,None,2013-11-12 23:00:00+00:00
IAMUS01,None,2014-04-02 20:00:00+00:00
IANVD01,None,2013-11-14 21:00:00+00:00
IANVD02,None,2018-11-16 00:00:00+00:00
IAONA01,None,2013-06-12 22:00:00+00:00
IAPRI01,None,2012-09-18 19:00:00+00:00
IARCK01,None,2013-10-25 04:00:00+00:00
IARPD01,None,2014-04-03 23:00:00+00:00
IASBY01,None,2013-05-23 03:00:00+00:00
IASTM01,None,2013-11-13 21:00:00+00:00
IAWAP01,None,2013-12-17 18:00:00+00:00
IAWSH02,None,2013-06-14 16:00:00+00:00
KSABL01,None,2014-01-01 06:00:00+00:00
KSANY01,None,2011-06-27 20:00:00+00:00
KSASH01,None,2018-08-28 00:00:00+00:00
KSAWD01,None,2021-11-01 00:00:00+00:00
KSBEL01,None,2010-01-01 07:00:00+00:00
KSBEL02,None,2018-07-12 00:00:00+00:00
KSBLT01,None,2010-01-01 06:00:00+00:00
KSBXR01,None,2011-01-01 06:00:00+00:00
KSCBY01,None,2010-01-01 07:00:00+00:00
KSCLY01,None,2010-01-01 06:00:00+00:00
KSCMN01,None,2014-01-01 07:00:00+00:00
KSDGE01,None,2014-05-09 16:00:00+00:00
KSDGN01,None,2014-01-01 07:00:00+00:00
KSELD01,None,2010-01-01 06:00:00+00:00
KSELK01,None,2016-04-20 19:00:00+00:00
KSEWH01,None,2016-01-01 07:00:00+00:00
KSGDN01,None,2010-01-01 07:00:00+00:00
KSGDN02,None,2016-04-21 00:00:00+00:00
KSGDN03,None,2019-03-21 00:00:00+00:00
KSGLD01,None,2014-01-01 07:00:00+00:00
KSGVC01,None,2020-07-18 00:00:00+00:00
KSHAY01,None,2010-01-01 07:00:00+00:00
KSHAY02,2013-07-01 06:00:00+00:00,2001-06-21 00:00:00+00:00
KSHLL01,None,2014-05-01 08:00:00+00:00
KSHUG01,2018-05-22 11:00:00+00:00,2010-01-01 06:00:00+00:00
KSHUG02,None,2018-02-18 22:00:00+00:00
KSHUT01,None,2010-01-01 07:00:00+00:00
KSHUT02,None,2021-03-15 05:00:00+00:00
KSHWA01,None,2014-05-01 08:00:00+00:00
KSHWA02,2000-12-06 06:00:00+00:00,1989-02-23 00:00:00+00:00
KSHWD01,None,2020-04-13 00:00:00+00:00
KSHXE01,None,2014-01-01 07:00:00+00:00
KSIMP02,None,2018-07-03 00:00:00+00:00
KSJET01,None,2011-11-19 00:00:00+00:00
KSJHN01,None,2014-01-01 06:00:00+00:00
KSLDG01,None,2016-08-09 03:00:00+00:00
KSLEO01,None,2014-01-01 07:00:00+00:00
KSLIB01,None,2016-04-13 22:00:00+00:00
KSLKN01,None,2016-04-12 23:00:00+00:00
KSLYN01,2017-08-01 17:00:00+00:00,2012-01-01 06:00:00+00:00
KSLYN02,None,2017-05-02 14:00:00+00:00
KSMCP01,None,2017-06-01 06:00:00+00:00
KSMCP02,None,2020-05-22 00:00:00+00:00
KSMDE01,None,2011-03-30 17:00:00+00:00
KSMHN01,None,2013-11-01 06:00:00+00:00
KSMHN02,None,2010-01-01 07:00:00+00:00
KSMHN03,None,2014-05-01 08:00:00+00:00
KSMKO01,None,2011-02-10 22:00:00+00:00
KSNCY01,None,2015-02-25 17:00:00+00:00
KSNCY02,None,2014-10-01 14:00:00+00:00
KSNEW01,2009-12-29 06:00:00+00:00,1985-03-28 00:00:00+00:00
KSNTN01,None,2020-04-13 05:00:00+00:00
KSOBN01,None,2010-01-07 20:00:00+00:00
KSOBN02,None,2020-08-17 05:00:00+00:00
KSOKY02,None,2020-05-15 05:00:00+00:00
KSOLA01,None,2014-05-01 08:00:00+00:00
KSOLA02,1993-04-24 06:00:00+00:00,1991-01-01 00:00:00+00:00
KSOSK01,None,2020-06-14 05:00:00+00:00
KSOSW01,None,2010-01-01 07:00:00+00:00
KSOTT01,None,2010-01-01 07:00:00+00:00
KSPAO01,None,2010-01-01 06:00:00+00:00
KSPHP01,None,2020-07-10 05:00:00+00:00
KSSCT02,None,2021-05-10 05:00:00+00:00
KSSCY01,None,2021-08-09 05:00:00+00:00
KSSDN01,None,2011-03-23 19:00:00+00:00
KSSEN02,None,2020-02-22 00:00:00+00:00
KSSLA01,None,2015-03-27 21:00:00+00:00
KSSSP01,None,2014-01-01 07:00:00+00:00
KSSTF01,None,2014-01-01 07:00:00+00:00
KSSTJ01,2019-03-06 00:00:00+00:00,2010-01-01 07:00:00+00:00
KSSTJ02,None,2018-12-07 00:00:00+00:00
KSSUB01,2022-04-14 00:00:00+00:00,2013-12-10 06:00:00+00:00
KSSUB02,None,2022-02-01 00:00:00+00:00
KSSYR01,None,2014-01-01 07:00:00+00:00
KSTPK01,None,2010-01-01 07:00:00+00:00
KSTPK02,2020-04-19 06:00:00+00:00,2010-01-01 07:00:00+00:00
KSTPK03,None,2019-06-06 00:00:00+00:00
KSTRB01,None,2010-01-01 07:00:00+00:00
KSTRB02,None,2014-05-01 09:00:00+00:00
KSULY01,None,2014-01-01 07:00:00+00:00
KSWIT01,None,2014-05-01 16:00:00+00:00
KSWIT02,1998-06-05 06:00:00+00:00,1991-01-01 00:00:00+00:00
KSWIT03,None,2021-03-15 00:00:00+00:00
KSWKY01,None,2021-12-01 06:00:00+00:00
KSWLL01,None,2016-04-13 23:00:00+00:00
KSWSH01,None,2010-01-01 06:00:00+00:00
KSWST01,1986-11-13 06:00:00+00:00,1985-07-15 00:00:00+00:00
KSYTE01,None,2013-06-19 06:00:00+00:00
MNADA01,None,2007-03-13 06:00:00+00:00
MNADA02,None,2015-10-20 06:00:00+00:00
MNBAU01,None,2016-08-02 06:00:00+00:00
MNBRK01,None,2015-05-15 06:00:00+00:00
MNBRK02,None,2020-06-03 00:00:00+00:00
MNBRK03,None,2022-08-09 00:00:00+00:00
MNCRK01,1995-07-10 06:00:00+00:00,1994-01-02 06:00:00+00:00
MNCRK02,None,1995-04-29 06:00:00+00:00
MNDTL01,None,2018-06-05 00:00:00+00:00
MNELK01,None,2018-06-05 00:00:00+00:00
MNELW01,None,2022-09-09 00:00:00+00:00
MNELW02,None,2022-09-30 00:00:00+00:00
MNFLL01,None,2018-02-27 00:00:00+00:00
MNFLL02,None,2018-05-22 00:00:00+00:00
MNFLL03,None,2018-06-05 00:00:00+00:00
MNFLL04,None,2018-05-22 00:00:00+00:00
MNFLL05,None,2022-08-26 00:00:00+00:00
MNFLL06,None,2022-09-09 00:00:00+00:00
MNFLY01,None,2018-06-14 00:00:00+00:00
MNGWD01,None,2018-10-12 00:00:00+00:00
MNHAL01,None,2002-10-08 06:00:00+00:00
MNHAL02,None,2013-05-01 06:00:00+00:00
MNHAL03,None,1995-05-10 06:00:00+00:00
MNHAS01,None,2020-12-09 06:00:00+00:00
MNLNP01,None,2018-06-12 00:00:00+00:00
MNLNP02,None,2018-06-15 00:00:00+00:00
MNMHD01,None,2001-10-12 06:00:00+00:00
MNMHD02,None,1995-01-02 06:00:00+00:00
MNMHD03,None,2015-10-20 06:00:00+00:00
MNMHD04,None,2020-05-15 00:00:00+00:00
MNROS01,None,2001-10-18 06:00:00+00:00
MNROS02,None,2016-05-09 06:00:00+00:00
MNRPD01,None,2018-06-05 00:00:00+00:00
MNTRF01,None,2002-10-18 06:00:00+00:00
MNWDA01,None,2018-06-12 00:00:00+00:00
MNWRN01,None,1995-05-10 06:00:00+00:00
MNWRN02,None,1994-03-31 06:00:00+00:00
MNWRN03,None,2021-05-01 00:00:00+00:00
MTPWD01,None,2017-04-13 06:00:00+00:00
MTPWD02,None,2017-04-12 06:00:00+00:00
MTPWD03,None,2017-04-12 06:00:00+00:00
MTSDY01,None,1995-01-02 06:00:00+00:00
MTSDY02,None,1995-01-02 06:00:00+00:00
MTWLF01,None,2015-09-17 06:00:00+00:00
NDAHY01,None,2001-07-05 06:00:00+00:00
NDAMD01,None,2019-08-07 00:00:00+00:00
NDASH01,None,2018-05-31 00:00:00+00:00
NDBCH01,None,1993-06-29 06:00:00+00:00
NDBCH02,None,2021-07-15 06:00:00+00:00
NDBIS01,1999-06-22 06:00:00+00:00,1994-03-31 06:00:00+00:00
NDBLL01,None,2001-07-18 06:00:00+00:00
NDBLL02,2001-06-18 06:00:00+00:00,1993-01-02 06:00:00+00:00
NDBLL03,None,2021-05-15 06:00:00+00:00
NDBLL04,None,2021-05-15 06:00:00+00:00
NDBOW01,None,1993-01-02 06:00:00+00:00
NDBOW02,None,2021-07-08 06:00:00+00:00
NDBTU01,None,1993-01-02 06:00:00+00:00
NDCBY01,None,2002-04-20 06:00:00+00:00
NDCBY02,None,2019-05-03 00:00:00+00:00
NDCBY03,None,2019-05-03 00:00:00+00:00
NDCDO01,None,1994-03-31 06:00:00+00:00
NDCDO02,1994-06-22 06:00:00+00:00,1993-06-29 06:00:00+00:00
NDCDO03,None,2020-09-24 00:00:00+00:00
NDCPR01,None,2014-10-08 06:00:00+00:00
NDCRN01,None,2016-10-03 06:00:00+00:00
NDCTN01,None,1989-01-16 06:00:00+00:00
NDCVR01,None,1993-06-29 06:00:00+00:00
NDCVR02,2006-05-15 06:00:00+00:00,1995-05-17 06:00:00+00:00
NDCVR03,None,1994-03-31 06:00:00+00:00
NDCVR04,None,2018-05-02 00:00:00+00:00
NDDCK01,None,1990-01-02 06:00:00+00:00
NDDLK01,None,1999-09-24 06:00:00+00:00
NDDLK02,None,2017-04-06 06:00:00+00:00
NDDLK03,None,2018-06-27 00:00:00+00:00
NDDLK04,None,2021-09-24 00:00:00+00:00
NDEDL01,None,1990-01-02 06:00:00+00:00
NDFDN01,None,1994-06-29 06:00:00+00:00
NDFGO01,None,1990-01-02 06:00:00+00:00
NDFGO02,2001-10-08 06:00:00+00:00,1994-03-31 06:00:00+00:00
NDFGO03,None,1990-01-02 06:00:00+00:00
NDFGO04,None,2020-09-04 00:00:00+00:00
NDFLY01,None,2014-10-08 06:00:00+00:00
NDFLY02,None,2017-05-01 06:00:00+00:00
NDFRN01,None,2014-09-12 06:00:00+00:00
NDFRN02,None,2020-04-29 00:00:00+00:00
NDGFK01,None,1990-01-02 06:00:00+00:00
NDGFK02,None,2009-04-01 07:00:00+00:00
NDGFK03,2005-05-06 06:00:00+00:00,1995-05-08 06:00:00+00:00
NDGFK04,None,2018-05-04 00:00:00+00:00
NDGFK05,None,2019-07-24 00:00:00+00:00
NDGFK06,None,2020-11-04 00:00:00+00:00
NDGRF01,None,2006-05-20 06:00:00+00:00
NDGRF02,None,1991-01-02 06:00:00+00:00
NDGRF03,None,2018-06-22 00:00:00+00:00
NDHLL01,None,1993-06-29 06:00:00+00:00
NDHLL02,None,1995-05-18 06:00:00+00:00
NDHLL03,None,1995-05-08 06:00:00+00:00
NDHTG01,None,1989-01-15 06:00:00+00:00
NDJTN01,None,1989-03-13 06:00:00+00:00
NDJTN02,None,1989-01-08 06:00:00+00:00
NDJTN03,None,2019-07-18 00:00:00+00:00
NDLBN01,None,2006-05-14 06:00:00+00:00
NDLBN02,2002-09-19 06:00:00+00:00,1993-06-29 06:00:00+00:00
NDLGN01,None,1989-01-02 06:00:00+00:00
NDLGN02,None,2020-07-23 00:00:00+00:00
NDLGN03,None,2020-08-19 00:00:00+00:00
NDLKA01,None,2015-05-21 06:00:00+00:00
NDLKA02,None,2003-06-19 06:00:00+00:00
NDLMR01,None,1993-06-29 06:00:00+00:00
NDLMR02,None,2007-04-24 06:00:00+00:00
NDLTN01,None,1993-01-02 06:00:00+00:00
NDMCC01,None,2019-06-13 00:00:00+00:00
NDMCC02,None,2022-08-08 00:00:00+00:00
NDMDA01,None,2021-01-20 06:00:00+00:00
NDMDA02,None,2021-07-08 06:00:00+00:00
NDMDN01,None,1999-04-28 06:00:00+00:00
NDMHL01,None,1993-06-29 06:00:00+00:00
NDMLN01,None,2013-07-18 06:00:00+00:00
NDMLN02,None,1993-01-02 06:00:00+00:00
NDMNG01,None,2009-05-13 07:00:00+00:00
NDMNG02,None,2019-06-24 00:00:00+00:00
NDMNG03,None,2019-06-26 00:00:00+00:00
NDMNG04,None,2021-07-08 06:00:00+00:00
NDMNG05,None,2021-07-08 06:00:00+00:00
NDMNG06,None,2021-01-20 06:00:00+00:00
NDMNT01,None,1989-01-20 06:00:00+00:00
NDMNT02,None,2001-06-14 06:00:00+00:00
NDMNT03,None,2019-05-01 00:00:00+00:00
NDMTT01,None,2002-09-16 06:00:00+00:00
NDMWN01,None,1993-06-29 06:00:00+00:00
NDMWN02,None,2018-05-16 00:00:00+00:00
NDMWN03,None,2018-09-12 00:00:00+00:00
NDRBY01,None,2003-09-06 06:00:00+00:00
NDRBY02,None,2020-05-27 00:00:00+00:00
NDRFD01,None,1995-08-11 06:00:00+00:00
NDRLA01,None,1996-06-02 06:00:00+00:00
NDSTL01,None,2002-06-11 06:00:00+00:00
NDSTL02,None,1993-06-29 06:00:00+00:00
NDSTL03,None,2018-05-11 00:00:00+00:00
NDSTN01,None,1993-06-29 06:00:00+00:00
NDSTY01,None,2002-04-27 06:00:00+00:00
NDSTY02,None,2002-05-08 06:00:00+00:00
NDSTY03,None,2019-06-25 00:00:00+00:00
NDSTY04,None,2019-06-25 00:00:00+00:00
NDSTY05,None,2019-06-27 00:00:00+00:00
NDSTY06,None,2021-05-15 06:00:00+00:00
NDSTY07,None,2021-05-15 06:00:00+00:00
NDSTY08,None,2021-05-15 06:00:00+00:00
NDSTY09,None,2021-03-25 06:00:00+00:00
NDTNR01,2003-10-08 06:00:00+00:00,1993-01-02 06:00:00+00:00
NDTNR02,None,2001-07-17 06:00:00+00:00
NDTWN01,None,2018-05-10 00:00:00+00:00
NDVCY01,None,2001-10-22 06:00:00+00:00
NDVCY02,None,2001-10-15 06:00:00+00:00
NDVCY03,None,1993-01-02 06:00:00+00:00
NDWAT01,None,2019-06-26 00:00:00+00:00
NDWAT02,None,2019-06-25 00:00:00+00:00
NDWAT03,None,2019-06-26 00:00:00+00:00
NDWAT04,None,2019-06-27 00:00:00+00:00
NDWAT05,None,2021-05-19 06:00:00+00:00
NDWAT06,None,2021-05-19 06:00:00+00:00
NDWAT07,None,2021-06-29 06:00:00+00:00
NDWAT08,None,2021-05-15 06:00:00+00:00
NDWAT09,None,2021-07-08 06:00:00+00:00
NDWAT10,None,2021-05-15 06:00:00+00:00
NDWAT11,None,2021-07-22 00:00:00+00:00
NDWCY01,None,1993-01-02 06:00:00+00:00
NDWLT01,None,1989-03-21 06:00:00+00:00
NDWLT02,None,1999-04-25 06:00:00+00:00
NDWLT03,None,2017-04-11 06:00:00+00:00
NDWLT04,None,2019-06-27 00:00:00+00:00
NDWLT05,None,2018-05-08 00:00:00+00:00
NDWLT06,None,2019-05-03 00:00:00+00:00
NDWLT07,None,2021-05-15 06:00:00+00:00
NDWLT08,None,2021-05-15 06:00:00+00:00
NDWLT09,None,2021-05-15 06:00:00+00:00
NDWLT10,None,2021-05-15 06:00:00+00:00
NDWLT11,None,2021-08-13 06:00:00+00:00
NDWLT12,None,2022-10-07 00:00:00+00:00
NDWPN01,None,2001-10-16 06:00:00+00:00
NDWPN02,None,2002-11-08 06:00:00+00:00
NDWPN03,None,1990-01-02 06:00:00+00:00
NDWPN04,None,2005-10-11 06:00:00+00:00
NDYTE01,None,2015-07-23 06:00:00+00:00
NEAIN01,2022-05-23 00:00:00+00:00,1984-06-04 06:00:00+00:00
NEALL01,2018-08-04 07:00:00+00:00,1988-05-29 07:00:00+00:00
NEALL02,None,1988-05-29 07:00:00+00:00
NEALM01,2021-11-18 00:00:00+00:00,1988-05-29 06:00:00+00:00
NEART01,2016-09-30 07:00:00+00:00,1982-02-13 07:00:00+00:00
NEART02,2013-11-09 07:00:00+00:00,1987-02-02 07:00:00+00:00
NEART03,None,2017-04-05 07:00:00+00:00
NEAUB02,2018-03-05 06:00:00+00:00,1998-06-17 06:00:00+00:00
NEBDG01,1996-08-21 07:00:00+00:00,1984-09-01 07:00:00+00:00
NEBDG02,None,2018-05-14 00:00:00+00:00
NEBEA01,2020-11-06 00:00:00+00:00,1990-01-01 06:00:00+00:00
NEBKM01,None,2021-08-03 00:00:00+00:00
NEBLR01,None,2018-08-02 00:00:00+00:00
NEBOW02,None,2004-06-18 06:00:00+00:00
NEBRW02,2022-06-20 00:00:00+00:00,1989-08-13 06:00:00+00:00
NEBSS01,None,2000-04-07 06:00:00+00:00
NEBSS02,2017-07-10 06:00:00+00:00,2004-08-12 06:00:00+00:00
NECCY01,None,2015-04-17 06:00:00+00:00
NECCY02,2015-04-10 06:00:00+00:00,1986-09-04 06:00:00+00:00
NECLK02,None,2011-06-23 06:00:00+00:00
NECLY01,None,1982-07-14 06:00:00+00:00
NECNR01,2019-09-17 00:00:00+00:00,2015-06-04 06:00:00+00:00
NECOK01,2019-07-11 00:00:00+00:00,1981-05-21 06:00:00+00:00
NECOK02,None,2019-07-17 00:00:00+00:00
NECOL01,2020-08-25 17:00:00+00:00,1996-06-17 06:00:00+00:00
NECOL02,1996-05-21 06:00:00+00:00,1986-06-04 06:00:00+00:00
NECOL03,None,2018-06-11 00:00:00+00:00
NECOL04,None,2018-05-11 00:00:00+00:00
NEDVD01,1996-04-23 06:00:00+00:00,1985-07-27 06:00:00+00:00
NEEWD02,None,1995-06-04 06:00:00+00:00
NEFCY01,None,2019-06-15 00:00:00+00:00
NEGER01,None,1996-07-11 07:00:00+00:00
NEGER02,None,1991-01-01 07:00:00+00:00
NEGER03,1992-09-23 07:00:00+00:00,1982-08-21 07:00:00+00:00
NEGNT01,2021-10-29 00:00:00+00:00,2015-04-27 07:00:00+00:00
NEGNT02,1996-06-24 07:00:00+00:00,1984-05-22 07:00:00+00:00
NEGRI01,2021-10-07 00:00:00+00:00,1995-01-01 06:00:00+00:00
NEGRI02,None,2013-05-31 06:00:00+00:00
NEGRI03,1995-11-19 06:00:00+00:00,1992-01-01 06:00:00+00:00
NEGRI04,None,2021-09-30 00:00:00+00:00
NEHAR01,2022-06-21 00:00:00+00:00,2016-04-27 07:00:00+00:00
NEHAY01,None,2016-10-31 06:00:00+00:00
NEHGE02,None,1995-06-04 06:00:00+00:00
NEHYA02,None,1982-10-25 07:00:00+00:00
NEIMP01,2020-11-03 00:00:00+00:00,1981-05-20 07:00:00+00:00
NEKEA01,None,1994-01-01 06:00:00+00:00
NEKEA02,2020-04-27 00:00:00+00:00,2013-05-30 06:00:00+00:00
NEKEA03,None,1991-01-01 06:00:00+00:00
NEKEA04,1993-05-12 06:00:00+00:00,1984-12-04 06:00:00+00:00
NEKEA05,2015-07-10 06:00:00+00:00,2011-08-19 06:00:00+00:00
NEKLL01,None,2021-07-15 00:00:00+00:00
NELEX01,None,2002-08-15 06:00:00+00:00
NELEX02,2016-05-24 06:00:00+00:00,1986-08-05 06:00:00+00:00
NELEX03,2021-10-04 00:00:00+00:00,2004-05-29 06:00:00+00:00
NELEX04,None,2016-05-15 06:00:00+00:00
NELEX05,1988-04-21 06:00:00+00:00,1984-11-01 06:00:00+00:00
NELEX06,None,2020-05-01 00:00:00+00:00
NELNK01,2016-03-17 06:00:00+00:00,1991-06-05 06:00:00+00:00
NELNK02,2016-03-21 06:00:00+00:00,1994-06-29 06:00:00+00:00
NELNK03,2021-07-09 00:00:00+00:00,2002-08-30 06:00:00+00:00
NELNK04,2020-11-03 00:00:00+00:00,1996-06-10 06:00:00+00:00
NELNK05,None,1986-08-27 06:00:00+00:00
NELNK06,None,2008-05-12 06:00:00+00:00
NELNK07,2012-08-25 06:00:00+00:00,2006-06-13 06:00:00+00:00
NELNK08,None,1983-05-05 06:00:00+00:00
NELNK09,1992-01-31 06:00:00+00:00,1991-06-05 06:00:00+00:00
NELNK10,2015-04-16 06:00:00+00:00,1992-06-30 06:00:00+00:00
NELNK11,1999-09-10 06:00:00+00:00,1992-06-10 06:00:00+00:00
NELNK12,1986-11-13 06:00:00+00:00,1983-06-04 06:00:00+00:00
NELNK13,None,2015-08-15 00:00:00+00:00
NELNK14,2021-07-09 00:00:00+00:00,2018-06-07 00:00:00+00:00
NEMDN01,None,1995-07-04 06:00:00+00:00
NENEA01,2017-07-10 06:00:00+00:00,2014-09-26 06:00:00+00:00
NENEA02,None,1985-07-17 06:00:00+00:00
NENEB01,2018-04-12 15:00:00+00:00,1998-06-29 06:00:00+00:00
NENEB02,2022-06-29 00:00:00+00:00,2001-12-21 06:00:00+00:00
NENEB03,None,2022-08-09 00:00:00+00:00
NENEL01,2017-07-10 06:00:00+00:00,1998-06-29 06:00:00+00:00
NENEL02,2021-06-01 00:00:00+00:00,1988-01-01 06:00:00+00:00
NENPL01,None,1982-09-15 06:00:00+00:00
NENPL02,2019-04-08 00:00:00+00:00,1981-05-21 06:00:00+00:00
NENPL03,None,2019-07-17 00:00:00+00:00
NEOGA01,None,2007-06-07 07:00:00+00:00
NEOGA02,2021-11-18 00:00:00+00:00,2007-06-06 07:00:00+00:00
NEOGA03,2020-03-10 00:00:00+00:00,1996-06-03 07:00:00+00:00
NEOGA04,1987-01-08 07:00:00+00:00,1981-05-21 07:00:00+00:00
NEOGA05,None,2020-03-11 00:00:00+00:00
