1 | 0.0
10 | 4.46
11 | 4.47
12 | 4.50
13 | 4.51
14 | 3.36
15 | 4.53
16 | 8.34
17 | 1.87
18 | 6.27
19 | 8.8
20 | 8.5
21 | 7.32
22 | 8.6
23 | 1.73
24 | 4.37
25 | 4.38
26 | 4.42
27 | 4.44
28 | 8.10
29 | 8.11
30 | 8.12
31 | 8.13
32 | 8.15
33 | 8.16
34 | 8.20
35 | 8.23
36 | 8.25
37 | 8.27
38 | 1.13
39 | 1.14
40 | 1.27
41 | 1.28
42 | 1.29
43 | 1.32
44 | 1.37
45 | 1.39
46 | 1.4
47 | 1.57
48 | 1.61
49 | 1.62
50 | 1.63
51 | 1.64
52 | 2.14
53 | 2.18
54 | 2.26
55 | 2.28
56 | 2.29
57 | 2.3
58 | 2.4
59 | 3.12
60 | 3.14
61 | 3.17
62 | 3.20
63 | 3.24
64 | 8.21
65 | 3.6
66 | 4.1
67 | 4.2
68 | 4.21
69 | 4.24
70 | 4.25
71 | 4.26
72 | 4.28
73 | 4.29
74 | 4.3
75 | 4.30
76 | 4.45
77 | 4.52
78 | 4.54
79 | 4.8
80 | 6.15
81 | 6.14
82 | 6.12
83 | 7.2
84 | 7.27
85 | 7.28
86 | 7.3
87 | 7.35
88 | 7.4
89 | 7.5
90 | 1.88
91 | 2.78
92 | 6.28
93 | 6.29
94 | 6.30
95 | 6.31
96 | 6.32
97 | 6.33
98 | 1.89
99 | 2.79
100 | 2.8
101 | 1.23
102 | 7.8
103 | 4.63
104 | 4.64
105 | 4.65
106 | 4.66
107 | 4.67
108 | 4.68
109 | 3.8
110 | 6.5
111 | 2.30
112 | 2.31
113 | 1.70
114 | 2.27
115 | 3.28
116 | 4.31
117 | 9.1
118 | 9.2
119 | 9.3
120 | 9.4
121 | 8.9
122 | 999.98
123 | 4.69
124 | 3.40
125 | 8.29
126 | 8.30
127 | 8.31
128 | 4.56
129 | 4.817
130 | 4.814
131 | 4.813
132 | 4.812
133 | 4.811
134 | 4.55
135 | 4.810
136 | 4.818
137 | 4.820
138 | 4.816
139 | 6.11
140 | 4.822
141 | 4.823
142 | 4.824
143 | 4.825
144 | 4.821
145 | 4.819
146 | 4.815
147 | 2.206
148 | 2.209
149 | 2.210
150 | 2.211
151 | 2.212
152 | 2.213
153 | 2.214
154 | 999.97
155 | 7.103
156 | 7.102
157 | 7.101
158 | 7.104
159 | 7.106
160 | 7.107
161 | 7.105
162 | 6.64
163 | 8.38
164 | 1.85
165 | 999.1.79
166 | 999.1.79a
167 | 999.4.43
168 | 11.9
169 | 999.1.83
170 | 999.1.82
171 | 999.11.1
172 | 1.10
173 | 1.11
174 | 1.17
175 | 1.68
176 | 1.9
177 | 6.19
178 | 7.36
179 | 2.207
180 | 4.827
181 | 999.1.33
182 | 999.1.59
183 | 999.1.58
184 | 999.1.75
185 | 999.1.84
186 | 3.44
187 | 3.45
188 | 3.46
189 | 3.49
190 | 3.50
191 | 3.51
192 | 3.52
193 | 3.55
194 | 3.56
195 | 3.57
196 | 4.73
197 | 4.74
198 | 4.75
199 | 4.76
200 | 4.77
201 | 4.78
202 | 4.79
203 | 3.58
204 | 3.59
205 | 3.60
206 | 3.61
207 | 3.62
208 | 3.63
209 | 3.53
210 | 3.54
211 | 3.70
212 | 3.71
213 | 3.64
214 | 3.65
215 | 3.66
216 | 3.67
217 | 3.68
218 | 3.69
219 | 3.73
220 | 3.74
221 | 3.75
222 | 3.77
223 | 3.78
224 | 3.76
225 | 3.79
226 | 3.80
227 | 3.81
228 | 3.82
229 | 3.72
230 | 3.83
231 | 3.84
232 | 3.85
233 | 3.47
234 | 3.48
235 | 8.33
236 | 3.29
237 | 3.37
238 | 4.43
239 | 4.39
240 | 4.49
241 | 4.41
242 | 4.40
243 | 4.48
244 | 8.17
245 | 8.18
246 | 10.7
247 | 8.32
248 | 8.35
249 | 7.48
250 | 7.43
251 | 7.45
252 | 7.46
253 | 7.49
254 | 7.44
255 | 7.47
256 | 7.50
257 | 7.51
258 | 7.52
259 | 7.53
260 | 7.54
261 | 8.40
262 | 3.86
263 | 2.201
264 | 2.60
265 | 2.61
266 | 2.62
267 | 2.63
268 | 2.64
269 | 2.65
270 | 2.68
271 | 2.70
272 | 2.17
273 | 3.38
274 | 3.32
275 | 3.31
276 | 3.25
277 | 3.35
278 | 3.42
279 | 8.22
280 | 999.2.999
281 | 3.22
282 | 4.27
283 | 8.4
284 | 8.7
285 | 2.67
286 | 2.84
287 | 2.85
288 | 2.200
289 | 2.202
290 | 4.826
291 | 3.30
292 | 3.87
293 | 7.38
294 | 7.29
295 | 7.33
296 | 7.34
297 | 7.6
298 | 999.1.93
299 | 11.141
300 | 11.140
301 | 11.920
302 | 11.501
303 | 3.88
304 | 3.92
305 | 11.41
306 | 3.96
307 | 3.100
308 | 3.104
309 | 3.105
310 | 3.106
311 | 3.108
312 | 3.109
313 | 3.110
314 | 3.111
315 | 3.89
316 | 3.93
317 | 3.97
318 | 3.101
319 | 3.128
320 | 3.129
321 | 3.130
322 | 3.132
323 | 3.133
324 | 3.134
325 | 3.135
326 | 3.90
327 | 3.94
328 | 3.98
329 | 3.102
330 | 3.120
331 | 3.121
332 | 3.122
333 | 3.124
334 | 3.125
335 | 3.126
336 | 3.127
337 | 3.91
338 | 3.95
339 | 3.99
340 | 3.103
341 | 3.112
342 | 3.113
343 | 3.114
344 | 3.116
345 | 3.118
346 | 3.119
347 | 3.117
348 | 1.93
349 | 11.300
350 | 11.800
351 | 11.33
352 | 11.34
353 | 2.204
354 | 2.205
355 | 2.203
356 | 4.81
357 | 3.107
358 | 3.123
359 | 3.115
360 | 3.131
361 | 1.69
362 | 2.12
363 | 8.2
364 | 2.208
365 | 8.91
366 | 4.92
367 | 4.93
368 | 4.94
369 | 4.95
370 | 4.96
371 | 4.97
372 | 4.98
373 | 1.95
374 | 4.99
375 | 4.100
376 | 4.103
377 | 4.104
378 | 3.136
379 | 3.138
380 | 3.139
381 | 3.140
382 | 4.102
383 | 2.87
384 | 1.97
385 | 2.88
386 | 8.41
387 | 1.96
388 | 11.801
389 | 7.58
390 | 7.59
391 | 7.61
392 | 7.62
393 | 7.63
394 | 7.64
395 | 7.65
396 | 7.69
397 | 7.70
398 | 7.71
399 | 7.66
400 | 7.67
401 | 7.68
402 | 4.828
403 | 7.55
404 | 7.56
405 | 7.40
406 | 7.41
407 | 7.42
408 | 7.100
409 | 7.72
410 | 11.43
411 | 4.105
412 | 11.44
413 | 11.46
414 | 11.45
415 | 3.143
416 | 3.144
417 | 3.145
418 | 3.146
419 | 3.147
420 | 3.148
421 | 3.149
422 | 3.150
423 | 3.151
424 | 3.152
425 | 3.153
426 | 3.154
427 | 3.155
428 | 3.156
429 | 3.157
430 | 3.142
431 | 3.158
432 | 3.159
433 | 3.160
434 | 3.161
435 | 3.162
436 | 3.163
437 | 3.164
438 | 3.165
439 | 3.166
440 | 3.167
441 | 3.168
442 | 3.169
443 | 3.170
444 | 3.171
445 | 3.172
446 | 3.173
447 | 3.174
448 | 3.175
449 | 3.176
450 | 3.177
451 | 3.178
452 | 3.179
453 | 3.180
454 | 3.181
455 | 3.182
456 | 3.183
457 | 3.184
458 | 3.185
459 | 3.186
460 | 3.187
461 | 3.188
462 | 3.189
463 | 3.190
464 | 3.191
465 | 3.192
466 | 3.193
467 | 3.194
468 | 3.195
469 | 3.196
470 | 3.197
471 | 3.198
472 | 3.199
473 | 3.200
474 | 3.201
475 | 3.202
476 | 3.203
477 | 3.204
478 | 3.205
479 | 3.206
480 | 3.207
481 | 3.208
482 | 3.209
483 | 3.210
484 | 3.211
485 | 3.212
486 | 3.213
487 | 3.214
488 | 3.215
489 | 3.216
490 | 3.217
491 | 3.218
492 | 3.219
493 | 3.220
494 | 3.221
495 | 3.222
496 | 7.60
497 | 2.92
498 | 8.45
499 | 4.106
500 | 4.107
501 | 4.108
502 | 4.109
503 | 4.110
