ADELE_SPRITE | 116.001 | NCAR/EOL/RAF
ATLAS | 46.6210 | Beringer, J.
ATLAS | 46.622 | Beringer, J.
ATLAS | 46.6220 | Beringer, J.
ATLAS | 46.623 | Beringer, J.
ATLAS | 46.6230 | Beringer, J.
ATLAS | 46.624 | Beringer, J.
ATLAS | 46.6240 | Beringer, J.
ATLAS | 46.625 | Beringer, J.
ATLAS | 46.6250 | Beringer, J.
ATLAS | 46.626 | Beringer, J.
ATLAS | 46.6260 | Beringer, J.
ATLAS | 46.627 | Beringer, J.
ATLAS | 46.6270 | Beringer, J.
ATLAS | 46.628 | Beringer, J.
ATLAS | 46.6280 | Beringer, J.
ATLAS | 46.629 | Beringer, J.
ATLAS | 46.6290 | Beringer, J.
ATLAS | 46.630 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.631 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.632 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.633 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.634 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.635 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.636 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.637 | Jia, J.
ATLAS | 46.638 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.639 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.640 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.641 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.642 | Jia, J., H. Epstein, D. Walker
ATLAS | 46.643 | McGuire, A. D.
ATLAS | 46.644 | McGuire, A. D.
ATLAS | 46.645 | Welker, J., J. Fahnestock
ATLAS | 46.646 | Welker, J., J. Fahnestock
ATLAS | 46.647 | Welker, J., J. Fahnestock
ATLAS | 46.648 | Beringer, J.
ATLAS | 46.649 | Beringer, J.
ATLAS | 46.650 | McGuire, A. D.
ATLAS | 46.651 | McGuire, A. D.
ATLAS | 46.652 | McGuire, A. D.
ATLAS | 46.653 | Beringer, J.
ATLAS | 46.6530 | Beringer, J.
ATLAS | 46.654 | Beringer, J.
ATLAS | 46.6540 | Beringer, J.
ATLAS | 46.655 | Beringer, J.
ATLAS | 46.6550 | Beringer, J.
ATLAS | 46.656 | Beringer, J.
ATLAS | 46.6560 | Beringer, J.
ATLAS | 46.657 | Beringer, J.
ATLAS | 46.6570 | Beringer, J.
ATLAS | 46.658 | Beringer, J.
ATLAS | 46.6580 | Beringer, J.
ATLAS | 46.659 | Beringer, J.
ATLAS | 46.6590 | Beringer, J.
ATLAS | 46.660 | Beringer, J.
ATLAS | 46.6600 | Beringer, J.
ATLAS | 46.661 | Beringer, J.
ATLAS | 46.6610 | Beringer, J.
ATLAS | 46.662 | Beringer, J.
ATLAS | 46.6620 | Beringer, J.
ATLAS | 46.663 | Beringer, J.
ATLAS | 46.6630 | Beringer, J.
ATLAS | 46.664 | Beringer, J.
ATLAS | 46.6640 | Beringer, J.
ATLAS | 46.665 | Beringer, J.
ATLAS | 46.6650 | Beringer, J.
ATLAS | 46.666 | Beringer, J.
ATLAS | 46.6660 | Beringer, J.
ATLAS | 46.667 | Beringer, J.
ATLAS | 46.6670 | Beringer, J.
ATLAS | 46.668 | Beringer, J.
ATLAS | 46.6680 | Beringer, J.
ATLAS | 46.669 | Beringer, J.
ATLAS | 46.6690 | Beringer, J.
ATLAS | 46.670 | Beringer, J.
ATLAS | 46.671 | Walker, D., W. Gould, H. Epstein
ATLAS | 46.672 | Walker, D.
ATLAS | 46.673 | Walker, D.
ATLAS | 46.674 | Walker, D.
ATLAS | 46.675 | Walker, D.
ATLAS | 46.676 | Walker, D.
ATLAS | 46.677 | Walker, D.
ATLAS | 46.678 | Walker, D.
ATLAS | 46.679 | Walker, D.
ATLAS | 46.680 | Walker, D.
ATLAS | 46.681 | Walker, D.
ATLAS | 46.682 | Walker, D.
ATLAS | 46.683 | Walker, D.
ATLAS | 46.684 | Walker, D.
ATLAS | 46.685 | Walker, D.
ATLAS | 46.686 | Walker, D.
ATLAS | 46.687 | Walker, D.
ATLAS | 46.688 | Walker, D.
ATLAS | 46.6880 | Walker, D.
ATLAS | 46.689 | Walker, D.
ATLAS | 46.6890 | Walker, D.
ATLAS | 46.690 | Walker, D.
ATLAS | 46.6900 | Walker, D.
ATLAS | 46.691 | Walker, D.
ATLAS | 46.6910 | Walker, D.
ATLAS | 46.692 | Walker, D.
ATLAS | 46.6920 | Walker, D.
ATLAS | 46.693 | Walker, D.
ATLAS | 46.6930 | Walker, D.
ATLAS | 46.694 | Walker, D.
ATLAS | 46.6940 | Walker, D.
ATLAS | 46.695 | Walker, D.
ATLAS | 46.6950 | Walker, D.
ATLAS | 46.696 | Walker, D.
ATLAS | 46.6960 | Walker, D.
ATLAS | 46.697 | Walker, D.
ATLAS | 46.6970 | Walker, D.
ATLAS | 46.698 | Beringer, J.
ATLAS | 46.699 | Welker, J., J. Fahnestock
ATLAS | 46.6990 | Welker, J., J. Fahnestock
ATLAS | 46.700 | Walker, D.
ATLAS | 46.7000 | Walker, D.
ATLAS | 46.701 | Walker, D.
ATLAS | 46.7010 | Walker, D.
ATLAS | 46.702 | Copass, C.
ATLAS | 46.7020 | Copass, C.
ATLAS | 46.703 | Copass, C.
ATLAS | 46.7030 | Copass, C.
ATLAS | 46.704 | Ping, C. L. et al.
ATLAS | 46.705 | Epstein, H., D. Richardson, D. Walker
ATLAS | 46.706 | Copass, C.
ATLAS | 46.7060 | Copass, C.
ATLAS | 46.707 | Copass, C.
ATLAS | 46.7070 | Copass, C.
ATLAS | 46.708 | Sturm, M.
ATLAS | 46.7080 | Sturm, M.
ATLAS | 46.709 | Romanovsky, V.
ATLAS | 46.7090 | Romanovsky, V.
ATLAS | 46.710 | Hinzman, L.
ATLAS | 46.7100 | Hinzman, L.
ATLAS | 46.711 | Hinzman, L.
ATLAS | 46.7110 | Hinzman, L.
ATLAS | 46.712 | Romanovsky, V.
ATLAS | 46.7120 | Romanovsky, V.
ATLAS | 46.713 | Oechel, W.
ATLAS | 46.7130 | Oechel, W.
ATLAS | 46.714 | Welker, J., J. Fahnestock
ATLAS | 46.715 | Oechel, W.
ATLAS | 46.716 | McGuire, A. D. et al.
ATLAS | 46.717 | Zhuang, Q.
ATLAS | 46.718 | McGuire, A. D. et al.
ATLAS | 46.719 | Oechel, W.
ATLAS | 46.720 | Welker, J., J. Fahnestock
ATLAS | 46.721 | Welker, J., J. Fahnestock
ATLAS | 46.722 | Walker, D.
ATLAS | 46.723 | Walker, D.
ATLAS | 46.7230 | Walker, D.
ATLAS | 46.724 | Walker, D.
ATLAS | 46.725 | Walker, D.
ATLAS | 46.726 | Walker, D.
ATLAS | 46.7260 | Walker, D.
ATLAS | 46.727 | Walker, D.
ATLAS | 46.7270 | Walker, D.
ATLAS | 46.728 | Walker, D.
ATLAS | 46.729 | Walker, D.
ATLAS | 46.730 | Walker, D.
ATLAS | 46.7300 | Walker, D.
ATLAS | 46.731 | Lynch, A.
ATLAS | 46.732 | Lynch, A.
ATLAS | 46.733 | Lynch, A.
ATLAS | 46.734 | Walker, D.
ATLAS | 46.7340 | Walker, D.
ATLAS | 46.735 | Walker, D.
ATLAS | 46.736 | Walker, D.
ATLAS | 46.737 | Walker, D.
ATLAS | 46.7370 | Walker, D.
ATLAS | 46.738 | Walker, D.
ATLAS | 46.739 | Walker, D.
ATLAS | 46.7390 | Walker, D.
ATLAS | 46.740 | Dargaville, R.
ATLAS | 46.741 | Racine, C.
ATLAS | 46.7410 | Racine, C.
ATLAS | 46.742 | Sturm, M. et al.
ATLAS | 46.743 | Liston, G.
ATLAS | 46.744 | Liston, G.
ATLAS | 46.745 | Liston, G.
ATLAS | 46.746 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.7460 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.747 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.7470 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.748 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.7480 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.749 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.7490 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.750 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.7500 | Sturm, M. G. Liston, J. Holmgren
ATLAS | 46.751 | Sturm, M.
ATLAS | 46.7510 | Sturm, M.
ATLAS | 46.752 | Zalmolodchikov, D.
ATLAS | 46.753 | Sturm, M.
ATLAS | 46.754 | Sturm, M.
ATLAS | 46.755 | Copass, C.
ATLAS | 46.7550 | Copass, C.
ATLAS | 46.756 | Dargaville, R.
ATLAS | 46.757 | Copass, C.
ATLAS | 46.7570 | Copass, C.
ATLAS | 46.765 | Welker, J. and J. Fahnestock
ATLAS | 46.766 | ATLAS PIs
ATLAS | 46.767 | Walker, D.
ATLAS | 46.768 | Hinzman, L.
ATLAS | 46.769 | Hinzman, L.
ATLAS | 46.770 | Hinzman, L.
ATLAS | 46.771 | Hinzman, L.
ATLAS | 46.772 | Hinzman, L.
ATLAS | 46.773 | Hinzman, L.
ATLAS | 46.774 | Hinzman, L.
ATLAS | 46.775 | Hinzman, L.
ATLAS | 46.776 | Hinzman, L.
ATLAS | 46.777 | Hinzman, L.
ATLAS | 46.778 | Hinzman, L.
ATLAS | 46.779 | Hinzman, L.
ATLAS | 46.780 | Hinzman, L.
ATLAS | 46.781 | Hinzman, L.
ATLAS | 46.782 | Hinzman, L.
ATLAS | 46.783 | Hinzman, L.
ATLAS | 46.784 | Hinzman, L.
ATLAS | 46.785 | Hinzman, L.
ATLAS | 46.786 | Hinzman, L.
ATLAS | 46.787 | Hinzman, L.
ATLAS | 46.788 | Hinzman, L.
ATLAS | 46.789 | Hinzman, L.
ATLAS | 46.790 | Hinzman, L.
ATLAS | 46.791 | Hinzman, L.
ATLAS | 46.792 | Hinzman, L.
ATLAS | 46.793 | Hinzman, L.
ATLAS | 46.794 | Hinzman, L.
ATLAS | 46.795 | Oechel, W., A. Hope, D. Stow
ATLAS | 46.797 | Lloyd, A.
ATLAS | 46.798 | Lloyd, A.
ATLAS | 46.799 | Lloyd, A.
ATLAS | 46.800 | Nolan, M.
ATLAS | 46.801 | Lloyd, A.
ATLAS | 46.802 | Lloyd, A.
ATLAS | 46.803 | Lloyd, A.
ATLAS | 46.804 |
ATLAS | 46.805 |
ATLAS | 46.814 | Kane, D., L. Hinzman
ATLAS | 46.815 | Hinkel, K.
ATLAS | 46.816 | Ping, C-L.
ATLAS | 46.817 | Hinkel, K., and F. E. Nelson
ATLAS | 46.818 | Hinkel, K., and F. E. Nelson
ATLAS | 46.819 | Romanovsky, V.
ATLAS | 46.820 | Romanovsky, V.
ATLAS | 46.821 | Hinzman, L.
ATLAS | 46.8210 | Hinzman, L.
ATLAS | 46.822 | Hinzman, L.
ATLAS | 46.8220 | Hinzman, L.
ATLAS | 46.823 | Hinzman, L.
ATLAS | 46.8230 | Hinzman, L.
ATLAS | 46.824 | Hinzman, L.
ATLAS | 46.8240 | Hinzman, L.
ATLAS | 46.825 | Hinzman, L.
ATLAS | 46.8250 | Hinzman, L.
ATLAS | 46.826 | Hinzman, L.
ATLAS | 46.8260 | Hinzman, L.
ATLAS | 56.001 | Welker, J., J. Fahnestock
ATLAS | 56.002 | Welker, J., J. Fahnestock
ATLAS | 56.003 | Welker, J., C. Bilbrough
ATLAS | 56.004 | Welker, J., C. Bilbrough
ATLAS | 56.902 | Jia, J., H. Epstein, D. Walker
ATLAS | 56.958 | Welker, J., J. Fahnestock
BAMEX | 100.001 | /NCAR-EOL
BAMEX | 100.002 | NCAR/EOL
BAMEX | 100.003 | NCAR/EOL
BAMEX | 100.004 | NCAR/EOL
BAMEX | 15.401 | /NOAA-ESRL
BAMEX | 15.811 | /NOAA-ESRL
BAMEX | 15.812 | /NOAA-ESRL
BAMEX | 15.813 | /NOAA-ESRL
BAMEX | 21.004 | /NCAR-EOL
BAMEX | 21.005 | /NCAR-EOL
BAMEX | 21.009 | /NCAR-EOL
BAMEX | 21.087 | /NCAR-EOL
BAMEX | 21.088 | /NCAR-EOL
BAMEX | 21.089 | /NCAR-EOL
BAMEX | 21.090 | /NCAR-EOL
BAMEX | 21.091 | NCAR/EOL
BAMEX | 21.092 | /NCAR-EOL
BAMEX | 51.001 | NCAR/EOL
BAMEX | 71.008 | NCAR/EOL
BAMEX | 84.005 | USDA/ARS
BAMEX | 85.001 | WMI
BAMEX | 85.002 | NCAR/EOL
BAMEX | 85.003 | NCAR/EOL
BAMEX | 85.004 | NCAR/EOL
BAMEX | 85.005 | NCAR/EOL
BAMEX | 85.006 | NCAR/EOL
BAMEX | 85.007 | NCAR/EOL
BAMEX | 85.008 | NCAR/EOL
BAMEX | 85.009 | NCAR/EOL
BAMEX | 85.010 | NCAR/EOL
BAMEX | 85.012 | NCAR/EOL
BAMEX | 85.013 | USDA/NRCS
BAMEX | 85.014 | NCAR/EOL
BAMEX | 85.015 | Texas Tech
BAMEX | 85.016 | NCAR/EOL
BAMEX | 85.017 | NCAR/EOL
BAMEX | 85.018 | NCAR/EOL
BAMEX | 85.019 | NCAR/EOL
BAMEX | 85.020 | NCAR/EOL
BAMEX | 85.021 | NCAR/EOL
BAMEX | 85.022 | NCAR/EOL
BAMEX | 85.023 | NCAR/EOL
BAMEX | 85.024 | NCAR/EOL
BAMEX | 85.025 | NCAR/EOL
BAMEX | 85.026 | NCAR/EOL
BAMEX | 85.027 | NCAR/EOL
BAMEX | 85.028 | NCAR/EOL
BAMEX | 85.029 | NCAR/EOL
BAMEX | 85.030 | NCAR/EOL
BAMEX | 85.031 | NCAR/EOL
BAMEX | 85.032 | NCAR/EOL
BAMEX | 85.033 | NCAR/EOL
BAMEX | 85.034 | NCAR/EOL
BAMEX | 85.035 | NCAR/EOL
BAMEX | 85.036 | DOE
BAMEX | 85.037 | DOE
BAMEX | 85.038 | DOE
BAMEX | 85.039 | NCAR/EOL
BAMEX | 85.040 | NCAR/EOL
BAMEX | 85.041 | NCAR/EOL
BAMEX | 85.042 | SPC
BAMEX | 85.043 | ARM
BAMEX | 85.044 | ARM
BAMEX | 85.045 | ARM
BAMEX | 85.046 | ARM
BAMEX | 85.047 | U Wisc
BAMEX | 85.048 | NCAR/EOL
BAMEX | 85.049 | NCAR/EOL
BAMEX | 85.050 | DOE
BAMEX | 85.051 | DOE
BAMEX | 85.052 | ABLE
BAMEX | 85.053 | ABLE
BAMEX | 85.054 | ABLE
BAMEX | 85.055 | NCAR/EOL
BAMEX | 85.056 | NCAR/EOL
BAMEX | 85.057 | MMM
BAMEX | 85.058 | AOC
BAMEX | 85.059 | NCAR/EOL
BAMEX | 85.060 | NCAR/EOL
BAMEX | 85.061 | NCAR/EOL
BAMEX | 85.062 | NCAR/EOL
BAMEX | 85.063 | NCAR/EOL
BAMEX | 85.064 | NCAR/EOL
BAMEX | 85.065 | NCAR/EOL
BAMEX | 85.066 | NCAR/EOL
BAMEX | 85.067 | NCAR/EOL
BAMEX | 85.068 | NCAR/EOL
BAMEX | 85.069 | NCAR/EOL
BAMEX | 85.070 | NCAR/EOL
BAMEX | 85.071 | NCAR/EOL
BAMEX | 85.072 | NCAR/EOL
BAMEX | 85.073 | NCAR/EOL
BAMEX | 85.074 | SPC
BAMEX | 85.075 | NCAR/EOL
BAMEX | 85.076 | NCAR/EOL
BAMEX | 85.077 | NCAR/EOL
BAMEX | 85.078 | NCAR/EOL
BAMEX | 85.079 | NCAR/EOL
BAMEX | 85.080 | NCAR/EOL
BAMEX | 85.081 | NCAR/EOL
BAMEX | 85.082 | NCAR/EOL
BAMEX | 85.083 | NCAR/EOL
BAMEX | 85.084 |
BAMEX | 85.085 | NCAR/EOL
BAMEX | 85.086 | NCAR/EOL
BAMEX | 85.087 | U Alabama
BAMEX | 85.088 | U Alabama
BAMEX | 85.089 | U Alabama
BAMEX | 85.090 | U Alabama
BAMEX | 85.091 | U Alabama
BAMEX | 85.092 | U Alabama
BAMEX | 85.093 | U Alabama
BAMEX | 85.094 | U Alabama
BAMEX | 85.095 | U Alabama
BAMEX | 85.096 | U Alabama
BAMEX | 85.097 | U Alabama
BAMEX | 85.098 | U Alabama
BAMEX | 85.099 | NCDC
BAMEX | 85.0991 | NCAR/EOL
BAMEX | 85.100 | NCDC
BAMEX | 85.101 | NCDC
BAMEX | 85.102 | ARM
BAMEX | 85.103 | ARM
BAMEX | 85.104 | ARM
BAMEX | 85.105 | ARM
BAMEX | 85.106 | ARM
BAMEX | 85.107 | AOC
BAMEX | 85.108 | AOC
BAMEX | 85.109 | NCAR/EOL
BAMEX | 85.110 | AOC
BAMEX | 85.111 | NCAR/EOL
BAMEX | 85.112 | NCAR/EOL
BAMEX | 85.113 | NCAR/EOL
BAMEX | 85.114 | NCAR/EOL
BAMEX | 85.115 | NCAR/EOL
BAMEX | 85.116 | NCAR/EOL
BAMEX | 85.117 | NCAR/EOL
BAMEX | 85.118 | NCAR/EOL
BAMEX | 85.119 | NCAR/EOL
BAMEX | 85.120 | UIUC
BAMEX | 85.1201 | UIUC
BAMEX | 85.121 | NCAR/EOL
BAMEX | 85.122 | NCAR/EOL
BAMEX | 85.123 |
BAMEX | 85.125 | NCAR/EOL
BAMEX | 85.126 |
BAMEX | 85.127 |
BAMEX | 85.128 | NCAR/EOL
BAMEX | 85.129 |
BAMEX | 85.153 | NCAR/EOL
BAMEX | 85.155 | NCAR/EOL
BAMEX | ML.100 | NASA
BAMEX | ML.101 | NASA/LaRC
BAMEX | ML.102 | NOAA/FSL
BAMEX | ML.103 | NCRS
BAMEX | ML.104 | NCRS
BAMEX | ML.105 | PSU
BAMEX | ML.106 | PSU
BAMEX | ML.107 | NASA
BAMEX | ML.108 | NASA
BAMEX | ML.109 | NASA
BAMEX | ML.110 | NASA
BAMEX | ML.111 | NASA
BAMEX | ML.112 | NASA/LaRC
BAMEX | ML.113 | NASA/LaRC
BAMEX | ML.114 | NASA
BAMEX | ML.115 | NCAR/EOL
BAMEX | ML.116 | NCDC
BAMEX | ML.117 | NCDC
BAMEX | ML.72 | U Wisc
BAMEX | ML.73 | ARM
BAMEX | ML.74 | ARM
BAMEX | ML.75 | USGS
BAMEX | ML.76 |
BAMEX | ML.77 | NOAA/NSIDC
BAMEX | ML.78 | EDC
BAMEX | ML.79 | EDC
BAMEX | ML.80 |
BAMEX | ML.81 | EDC
BAMEX | ML.82 | NASA/LaRC
BAMEX | ML.83 |
BAMEX | ML.84 |
BAMEX | ML.85 | NASA/LaRC
BAMEX | ML.86 | U Wisc
BAMEX | ML.87 | U Wisc
BAMEX | ML.88 | U Wisc
BAMEX | ML.89 | NOAA/FSL
BAMEX | ML.90 | NASA/LaRC
BAMEX | ML.91 | NCAR/SCD
BAMEX | ML.92 |
BAMEX | ML.93 | Weisman
BAMEX | ML.94 | NCAR/SCD
BAMEX | ML.95 | NCAR/SCD
BAMEX | ML.97 | NCAR/EOL
BAMEX | ML.99 | NASA/LaRC
BEST | 102.001 | Sambrotto/LDEO
BEST | 102.002 | Sambrotto/LDEO
BEST | 102.003 | Sambrotto/LDEO
BEST | 102.004 | Sambrotto/LDEO
BEST | 102.005 | Sambrotto/LDEO
BEST | 102.006 | Sambrotto/LDEO
BEST | 102.007 | Sambrotto/LDEO
BEST | 102.008 | Sambrotto/LDEO
BEST | 102.009 | Sambrotto/LDEO
BEST | 102.010 | Sambrotto/LDEO
BEST | 102.011 | Sambrotto/LDEO
BEST | 102.012 | Sambrotto/LDEO
BEST | 102.013 | Sambrotto/LDEO
BEST | 102.015 | DeRobertis, A.
BEST | 102.016 | Stabeno, Phyllis, Rolf Sonnerup, Calvin Mordy, Terry E. Whitledge
BEST | 102.017 | US Coast Guard
BEST | 102.018 | US Coast Guard
BEST | 102.019 | Sambrotto, R.
BEST | 102.020 | Aguilar-Islas, Ana, Robert Rember and Jingfeng Wu
BEST | 102.021 | Ashjian/LDEO
BEST | 102.022 | Ashjian/LDEO
BEST | 102.023 | Ashjian/LDEO
BEST | 102.024 | Devol, A.
BEST | 102.025 | Devol, A.
BEST | 102.026 | US Coast Guard
BEST | 102.027 | US Coast Guard
BEST | 102.028 | Cooper, L./LDEO
BEST | 102.029 | US Coast Guard
BEST | 102.030 | US Coast Guard
BEST | 102.031 | Ashjian/LDEO
BEST | 102.032 | Cooper, L./LDEO
BEST | 102.033 | US Coast Guard
BEST | 102.034 | US Coast Guard
BEST | 102.035 | Cooper, L./LDEO
BEST | 102.036 | Cooper, L./LDEO
BEST | 102.037 | Cooper, L./LDEO
BEST | 102.038 | Cooper, L./LDEO
BEST | 102.039 | Cooper, L./LDEO
BEST | 102.040 | Cooper, L./LDEO
BEST | 102.041 | Cooper, L./LDEO
BEST | 102.042 | Cooper, L./LDEO
BEST | 102.043 | Cooper, L./LDEO
BEST | 102.044 | Ashjian/LDEO
BEST | 102.045 | Ashjian/LDEO
BEST | 102.046 | Ashjian/LDEO
BEST | 102.047 | Cooper, L.
BEST | 102.048 | US Coast Guard
BEST | 102.049 | Ashjian/LDEO
BEST | 102.050 | Ashjian/LDEO
BEST | 102.051 | Ashjian/LDEO
BEST | 102.052 | Ashjian/LDEO
BEST | 102.053 | Cooper, L./LDEO
BEST | 102.054 | Cooper, L./LDEO
BEST | 102.055 | Ashjian/LDEO
BEST | 102.056 | Cooper, L./LDEO
BEST | 102.057 | Ashjian/LDEO
BEST | 102.058 | Stabeno, Phyllis, Rolf Sonnerup, Calvin Mordy, Terry E. Whitledge
BEST | 102.059 | Stabeno, Phyllis, Rolf Sonnerup, Calvin Mordy, Terry E. Whitledge
BEST | 102.060 | Gradinger, Rolf, Bodil Bluhm and Katrin Iken
BEST | 102.061 | Sherr, Evelyn and Barry Sherr
BEST | 102.063 | Cameron, M.
BEST | 102.064 | Sambrotto/LDEO
BEST | 102.065 | Sambrotto/LDEO
BEST | 102.066 | Ashjian/LDEO
BEST | 102.067 | Sambrotto/LDEO
BEST | 102.068 | Sambrotto/LDEO
BEST | 102.069 | Sambrotto/LDEO
BEST | 102.070 | Sambrotto/LDEO
BEST | 102.071 | Sambrotto/LDEO
BEST | 102.072 | Sambrotto/LDEO
BEST | 102.073 | Sambrotto/LDEO
BEST | 102.074 | Sambrotto/LDEO
BEST | 102.075 | Sambrotto/LDEO
BEST | 102.076 | Sambrotto/LDEO
BEST | 102.077 | Sambrotto/LDEO
BEST | 102.078 | Granger, J.
BEST | 102.079 | Napp, J.
BEST | 102.080 | Ray, G.C.
BEST | 102.081 | Ray, G.C.
BEST | 102.082 | Ray, G.C.
BEST | 102.083 | Sherr, Evelyn and Barry Sherr
BEST | 102.084 | Cooper, L./LDEO
BEST | 102.085 | Cooper, L./LDEO
BEST | 102.086 | Cooper, L./LDEO
BEST | 102.087 | Cooper, L./LDEO
BEST | 102.088 | Cooper, L./LDEO
BEST | 102.089 | Cooper, L./LDEO
BEST | 102.090 | Cooper, L./LDEO
BEST | 102.091 | Cooper, L./LDEO
BEST | 102.092 | Cooper, L./LDEO
BEST | 102.093 | Cooper, L./LDEO
BEST | 102.094 | Cooper, L./LDEO
BEST | 102.095 | Grebmeier, Jackie M. and Lee W. Cooper
BEST | 102.096 | Grebmeier, Jackie M. and Lee W. Cooper
BEST | 102.097 | Grebmeier, Jackie M. and Lee W. Cooper
BEST | 102.098 | US Coast Guard
BEST | 102.099 | US Coast Guard
BEST | 102.100 | US Coast Guard
BEST | 102.101 | Cooper, L./LDEO
BEST | 102.102 | Cooper, L./LDEO
BEST | 102.103 | Cooper, L./LDEO
BEST | 102.104 | Cooper, L./LDEO
BEST | 102.105 | Cooper, L./LDEO
BEST | 102.106 | Ashjian/LDEO
BEST | 102.107 | Ashjian/LDEO
BEST | 102.108 | Ashjian/LDEO
BEST | 102.109 | US Coast Guard
BEST | 102.110 | US Coast Guard
BEST | 102.111 | US Coast Guard
BEST | 102.112 | Ashjian/LDEO
BEST | 102.113 | Ashjian/LDEO
BEST | 102.114 | Ashjian/LDEO
BEST | 102.115 | Ashjian/LDEO
BEST | 102.116 | Ashjian/LDEO
BEST | 102.117 | Ashjian/LDEO
BEST | 102.118 | Ashjian/LDEO
BEST | 102.119 | Ashjian/LDEO
BEST | 102.120 | Ashjian/LDEO
BEST | 102.121 | Ashjian/LDEO
BEST | 102.122 | Ashjian/LDEO
BEST | 102.123 | Ashjian/LDEO
BEST | 102.124 | Ashjian/LDEO
BEST | 102.125 | Zhang, Jinlun
BEST | 102.126 | Campbell, Robert G., Carin J. Ashjian, Evelyn B. Sherr, and Barry F. Sherr
BEST | 102.127 | Ashjian, Carin J. and Robert G. Campbell
BEST | 102.128 | Grebmeier/LDEO
BEST | 102.129 | Sambrotto/WHOI
BEST | 102.130 | Sambrotto/WHOI
BEST | 102.131 | Sambrotto/WHOI
BEST | 102.132 | Sambrotto/WHOI
BEST | 102.133 | Sambrotto/WHOI
BEST | 102.135 | Sambrotto/WHOI
BEST | 102.136 | Lomas/BIOS
BEST | 102.137 | Coyle, K.
BEST | 102.138 | Coyle, K.
BEST | 102.139 | Sambrotto/LDEO
BEST | 102.140 | Sambrotto/LDEO
BEST | 102.141 | Sambrotto/LDEO
BEST | 102.142 | Stabeno, Phyllis, Rolf Sonnerup, Calvin Mordy, Terry E. Whitledge
BEST | 102.143 | Moran, S.B and Roger P. Kelly
BEST | 102.144 | Moran, S.B and Roger P. Kelly
BEST | 102.145 | Moran, S.B and Roger P. Kelly
BEST | 102.146 | Moran, S.B and Roger P. Kelly
BEST | 102.147 | Grebmeier/LDEO
BEST | 102.148 | Grebmeier/LDEO
BEST | 102.149 | Grebmeier/LDEO
BEST | 102.150 | Grebmeier/LDEO
BEST | 102.151 | Grebmeier/LDEO
BEST | 102.152 | US Coast Guard
BEST | 102.153 | US Coast Guard
BEST | 102.154 | Harvey, H. Rodger
BEST | 102.155 | Harvey, H. Rodger
BEST | 102.156 | Harvey, H. Rodger
BEST | 102.157 | Harvey, H. Rodger
BEST | 102.158 | Grebmeier, Jackie and Lee Cooper
BEST | 102.159 | Grebmeier, Jackie and Lee Cooper
BEST | 102.160 | Grebmeier, Jackie and Lee Cooper
BEST | 102.161 | Grebmeier, Jackie and Lee Cooper
BEST | 102.162 | Aagard, K.
BEST | 102.163 | Lomas, Michael
BEST | 102.164 | Gradinger, R.
BEST | 102.165 | Gradinger, R.
BEST | 102.166 | Napp, J.
BEST | 102.1660 | Napp, J.
BEST | 102.167 | Sherr, Evelyn B. and Barry F. Sherr
BEST | 102.168 | Cooper, L./USCG-ESU
BEST | 102.169 | Cooper, L./USCG-ESU
BEST | 102.170 | Cooper, L./USCG-ESU
BEST | 102.171 | US Coast Guard
BEST | 102.172 | Cooper, L./USCG-ESU
BEST | 102.173 | Cooper, L./USCG-ESU
BEST | 102.174 | Cooper, L./USCG-ESU
BEST | 102.175 | Sherr, Evelyn B. and Barry F. Sherr
BEST | 102.176 | Sherr, Evelyn B. and Barry F. Sherr
BEST | 102.177 | Harvey, H. Rodger and Rachel Pleuthner
BEST | 102.178 | Harvey, H. Rodger and Rachel Pleuthner
BEST | 102.179 | Harvey, H. Rodger and Rachel Pleuthner
BEST | 102.180 | Campbell, Robert G. and Carin J. Ashjian
BEST | 102.181 | Campbell, Robert G., Carin J. Ashjian, Evelyn B. Sherr and Barry F. Sherr
BEST | 102.183 | Weingartner, Tom
BEST | 102.184 | Lomas, Michael
BEST | 102.185 | Ashjian/UW
BEST | 102.186 | Ashjian/UW
BEST | 102.187 | Ashjian/UW
BEST | 102.188 | Ashjian/UW
BEST | 102.189 | Ashjian/UW
BEST | 102.190 | Ashjian/UW
BEST | 102.191 | Shull/UW
BEST | 102.192 | Shull/UW
